fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	electronic editor	electronic encoder	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument
op01n03c	1: 6/4	1: 2	35	35	210	35	35	210		606	182	78	0	0	71	A	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 1, no. 3						3.02	Linux			Sonata da chiesa op. 1, no. 3	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n03c.mscx	False	42-85 (F#2-C#6)					64-85 (E4-C#6)	Violin	64-81 (E4-A5)	Violin	42-57 (F#2-A3)	Piano		
op01n03d	1: 3/4	1: 2	97	97	291	97	97	291		973	881	399	0	0	177	A	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN, HB	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 1, no. 3					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 3	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n03d.mscx	False	45-88 (A2-E6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	64-88 (E4-E6)	StringInstrument	64-85 (E4-C#6)	StringInstrument	45-62 (A2-D4)	StringInstrument	45-62 (A2-D4)	Keyboard
op01n04a	1: 4/4	1: 0	19	19	76	38	38	152		263.75	409	247	0	0	52	a	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN, HB	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Vivace	op. 1, no. 4					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 4	1. Vivace	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n04a.mscx	False	40-84 (E2-C6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	60-84 (C4-C6)	StringInstrument	60-83 (C4-B5)	StringInstrument	40-57 (E2-A3)	StringInstrument	40-55 (E2-G3)	Keyboard
op01n04b	1: 4/4	1: 0	12	12	48	12	12	48		184	198	83	0	0	26	a	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN, HB	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Adagio	op. 1, no. 4					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 4	2. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n04b.mscx	False	44-81 (G#2-A5)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	64-81 (E4-A5)	StringInstrument	64-81 (E4-A5)	StringInstrument	44-64 (G#2-E4)	StringInstrument	44-64 (G#2-E4)	Keyboard
op01n04c	1: 4/4	1: 0	28	28	112	56	56	224		399.25	701	369	0	0	117	a	2.3.0	Lars Opfermann (2.1.1) , Ya-Chuan Wu(2.1.1), Hanné Becker (2.3.0)	AN, HB	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Allegro	op. 1, no. 4					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 4	3. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n04c.mscx	False	43-84 (G2-C6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	57-84 (A3-C6)	StringInstrument	57-83 (A3-B5)	StringInstrument	43-64 (G2-E4)	StringInstrument	43-81 (G2-A5)	Keyboard
op01n04d	1: 4/4	1: 0	39	39	156	78	78	312		594	545	233	0	0	115	a	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Presto	op. 1, no. 4					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 4	4. Presto	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n04d.mscx	False	40-86 (E2-D6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	63-86 (D#4-D6)	StringInstrument	59-83 (B3-B5)	StringInstrument	40-64 (E2-E4)	StringInstrument	40-81 (E2-A5)	Keyboard
op01n05a	1: 3/2	1: -1	42	42	252	42	42	252		988	342	130	0	0	90	Bb	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 1, no. 5					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 5	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n05a.mscx	False	41-84 (F2-C6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	67-84 (G4-C6)	StringInstrument	62-84 (D4-C6)	StringInstrument	41-58 (F2-Bb3)	StringInstrument	41-58 (F2-Bb3)	Keyboard
op01n05b	1: 4/4	1: -1	39	39	156	78	78	312		584.5	753	345	0	0	149	Bb	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 1, no. 5					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 5	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n05b.mscx	False	41-82 (F2-Bb5)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	65-82 (F4-Bb5)	StringInstrument	62-82 (D4-Bb5)	StringInstrument	41-62 (F2-D4)	StringInstrument	41-70 (F2-Bb4)	Keyboard
op01n05c	1: 3/2, 5: 4/4, 15: 3/2, 21: 4/4, 28: 3/2	1: -1	30	30	146	30	30	146		494.5	308	153	0	0	59	Bb	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Adagio - Allegro	op. 1, no. 5					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 5	3. Adagio - Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n05c.mscx	False	41-84 (F2-C6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	65-84 (F4-C6)	StringInstrument	62-84 (D4-C6)	StringInstrument	41-65 (F2-F4)	StringInstrument	41-65 (F2-F4)	Keyboard
op01n05d	1: 6/8	1: -1	59	59	177	118	118	354		643.5	605	310	0	0	117	Bb	2.3.0	Lars Opfermann (2.1.1), Ya-Chuan Wu (2.1.1), Hanné Becker (2.3.0)	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 1, no. 5					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 5	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n05d.mscx	False	41-84 (F2-C6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	65-84 (F4-C6)	StringInstrument	62-82 (D4-Bb5)	StringInstrument	41-65 (F2-F4)	StringInstrument	41-65 (F2-F4)	Keyboard
op01n06a	1: 4/4	1: 2	11	11	44	22	22	88		173.5	181	76	0	0	44	b	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Victor Zheng (2.3.0)	VZ, JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 1, no. 6					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 6	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n06a.mscx	False	42-83 (F#2-B5)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	69-83 (A4-B5)	StringInstrument	65-78 (E#4-F#5)	StringInstrument	42-59 (F#2-B3)	StringInstrument	42-59 (F#2-B3)	Keyboard
op01n06b	1: 4/4	1: 2	40	40	160	80	80	320		596.5	861	388	0	0	190	b	2.3.0	Lars Opfermann, Ya-Chuan Wu, Victor Zheng (2.3.0)	VZ, JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Largo	op. 1, no. 6					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 6	2. Largo	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n06b.mscx	False	42-83 (F#2-B5)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	62-83 (D4-B5)	StringInstrument	64-83 (E4-B5)	StringInstrument	42-62 (F#2-D4)	StringInstrument	42-62 (F#2-D4)	Keyboard
op01n06c	1: 3/4	1: 2	38	38	114	38	38	114		436	330	139	0	0	89	b	2.3.0	Lars Opfermann, Ya-Chuan Wu, Victor Zheng (2.3.0)	VZ, JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 1, no. 6					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 6	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n06c.mscx	False	38-83 (D2-B5)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	62-81 (D4-A5)	StringInstrument	61-83 (C#4-B5)	StringInstrument	38-62 (D2-D4)	StringInstrument	42-62 (F#2-D4)	Keyboard
op01n06d	1: 6/8	1: 2	69	69	207	138	138	414		729.5	608	284	0	0	131	b	2.3.0	Lars Opfermann, Ya-Chuan Wu, Victor Zheng (2.3.0)	VZ, JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 1, no. 6					2018-10-12	3.02	Microsoft Windows			Sonata da chiesa op. 1, no. 6	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n06d.mscx	False	42-86 (F#2-D6)		W.B. Hewlett	Frances Bennion & Steven Rasmussen	xml	61-86 (C#4-D6)	StringInstrument	59-83 (B3-B5)	StringInstrument	42-61 (F#2-C#4)	StringInstrument	42-61 (F#2-C#4)	Keyboard
op01n07a	1: 4/4	1: 0	40	40	160	80	80	320		551.75	898	454	0	0	161	C	2.3.0	Kristine Kier Jørgensen (2.1.1), Victor Zheng (2.3.0)	VZ, JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Allegro	op. 1, no. 7					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 7	1. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n07a.mscx	False	40-86 (E2-D6)				xml	66-86 (F#4-D6)	organ	64-81 (E4-A5)	cello	40-62 (E2-D4)	violn	40-62 (E2-D4)	violn
op01n07b	1: 4/4	1: 0	14	14	56	14	14	56		223	185	60	0	0	57	C	2.3.0	Cristiana Palandri (2.1.1), Victor Zheng (2.3.0)	VZ, AN, JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Grave	op. 1, no. 7					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 7	2. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n07b.mscx	False	43-84 (G2-C6)				xml	67-84 (G4-C6)	organ	64-81 (E4-A5)	cello	43-60 (G2-C4)	violn	43-60 (G2-C4)	violn
op01n07c	1: 6/8	1: 0	51	51	153	102	102	306		566.5	817	322	0	0	174	C	2.3.0	Cristiana Palandri (2.1.1), Victor Zheng (2.3.0)	VZ, AB	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Allegro	op. 1, no. 7					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 7	3. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n07c.mscx	False	40-86 (E2-D6)				xml	64-86 (E4-D6)	organ	62-83 (D4-B5)	cello	40-64 (E2-E4)	violn	40-60 (E2-C4)	violn
op01n08a	1: 4/4	1: -2	16	16	64	16	16	64		240	193	69	0	0	56	c	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, DK	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 1, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 8	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n08a.mscx	False	38-86 (D2-D6)				xml	67-86 (G4-D6)	organ	62-81 (D4-A5)	cello	43-60 (G2-C4)	violn	38-60 (D2-C4)	violn
op01n08b	1: 4/4	1: -2	20	20	80	40	40	160		288.5	440	218	0	0	76	c	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, DK	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 1, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 8	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n08b.mscx	False	39-84 (Eb2-C6)				xml	60-84 (C4-C6)	organ	60-80 (C4-Ab5)	cello	39-60 (Eb2-C4)	violn	39-60 (Eb2-C4)	violn
op01n08c	1: 4/4	1: -2	27	27	108	54	54	216		393	418	194	0	0	119	c	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, DK	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Largo	op. 1, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 8	3. Largo	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n08c.mscx	False	38-86 (D2-D6)				xml	65-84 (F4-C6)	organ	58-86 (Bb3-D6)	cello	38-63 (D2-Eb4)	violn	38-63 (D2-Eb4)	violn
op01n08d	1: 3/4	1: -2	39	39	117	78	78	234		399	325	143	0	0	71	c	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, DK	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Vivace	op. 1, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 8	4. Vivace	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n08d.mscx	False	43-80 (G2-Ab5)				xml	60-80 (C4-Ab5)	organ	58-79 (Bb3-G5)	cello	43-62 (G2-D4)	violn	43-62 (G2-D4)	violn
op01n09a	1: 4/4, 10: 3/4, 31: 4/4	1: 0	39	39	135	78	78	270		380.83	357	219	0	0	45	G	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, DK	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Allegro	op. 1, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 9	1. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n09a.mscx	False	38-86 (D2-D6)				xml	57-86 (A3-D6)	organ	55-86 (G3-D6)	cello	38-62 (D2-D4)	violn	38-62 (D2-D4)	violn
op01n09b	1: 4/4	1: 0	37	37	148	74	74	296		529	715	358	0	0	153	G	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, VZ	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Adagio - Allegro	op. 1, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 9	2. Adagio - Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n09b.mscx	False	38-86 (D2-D6)				xml	62-84 (D4-C6)	organ	60-86 (C4-D6)	cello	38-66 (D2-F#4)	violn	38-66 (D2-F#4)	violn
op01n09c	1: 3/2	1: 0	36	36	216	72	72	432		846	327	91	0	0	74	G	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, DK	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 1, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 9	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n09c.mscx	False	38-83 (D2-B5)				xml	66-83 (F#4-B5)	organ	62-83 (D4-B5)	cello	38-62 (D2-D4)	violn	38-62 (D2-D4)	violn
op01n09d	1: 3/4, 51: 4/4	1: 0	54	54	166	108	108	332		504.5	529	294	0	0	56	G	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Ehsan Mohagheghi Fard (2.3.0)	EMF, DK	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Allegro - Adagio	op. 1, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 9	4. Allegro - Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n09d.mscx	False	38-86 (D2-D6)				xml	57-86 (A3-D6)	organ	55-86 (G3-D6)	cello	38-62 (D2-D4)	violn	38-62 (D2-D4)	violn
op01n10a	1: 4/4	1: -1	12	12	48	24	24	96		191	143	51	0	0	45	g	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Amelia Brey (2.3.0)	AB, AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 1, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 10	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n10a.mscx	False	43-79 (G2-G5)				xml	67-79 (G4-G5)	organ	62-79 (D4-G5)	cello	43-58 (G2-Bb3)	violn	43-58 (G2-Bb3)	violn
op01n10b	1: 4/4	1: -1	17	17	68	34	34	136		229	364	161	0	0	70	g	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Amelia Brey (2.3.0)	AB, AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 1, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 10	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n10b.mscx	False	38-86 (D2-D6)				xml	62-82 (D4-Bb5)	organ	66-86 (F#4-D6)	cello	38-62 (D2-D4)	violn	38-62 (D2-D4)	violn
op01n10c	1: 6/8	1: -1	29	29	87	58	58	174		294	491	235	0	0	107	g	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Amelia Brey (2.3.0)	AB, AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Allegro	op. 1, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 10	3. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n10c.mscx	False	38-86 (D2-D6)				xml	62-86 (D4-D6)	organ	66-86 (F#4-D6)	cello	38-62 (D2-D4)	violn	38-62 (D2-D4)	violn
op01n10d	1: 3/2	1: -1	24	24	144	48	48	288		560	192	60	0	0	56	g	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Amelia Brey (2.3.0)	AB, AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Adagio	op. 1, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 10	4. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n10d.mscx	False	43-82 (G2-Bb5)				xml	67-82 (G4-Bb5)	organ	62-74 (D4-D5)	cello	43-58 (G2-Bb3)	violn	43-58 (G2-Bb3)	violn
