mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
5	4	3/4	3/4	2/2	4	1	V7/III					b	i		V7/III	V		7		III			Mm7	1	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	1.0	0.0
6	5	0	0	2/2	4	1	I/III					b	i		I/III	I				III			M	1	1	2, 6, 3		2	2	0	5	0.0	0.0	1.75	0.0
6	5	1/4	1/4	2/2	4	1	i6					b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	2	0.0	0.0	0.25	0.0
6	5	1/2	1/2	2/2	4	1	V65					b	i		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	0	7	0.0	0.0	1.75	0.0
7	6	0	0	2/2	4	1	v.iv					b	v		iv	iv							m	1	1	5, 2, 6		5	5	1	6	0.14285714285714285	0.125	1.875	0.0625
7	6	1/2	1/2	2/2	4	1	V65					b	v		V65	V		65					Mm7	1	1	11, 8, 5, 7		7	11	0	7	0.0	0.0	1.75	0.0
8	7	0	0	2/2	4	1	i					b	v		i	i							m	1	1	6, 3, 7		6	6	0	7	0.0	0.0	2.0	0.0
8	7	1/2	1/2	2/2	4	1	iv					b	v		iv	iv							m	1	1	5, 2, 6		5	5	0	4	0.0	0.0	0.75	0.0
8	7	3/4	3/4	2/2	4	1	iio6					b	v		iio6	ii	o	6					o	1	1	5, 2, 8		8	5	0	5	0.0	0.0	1.0	0.0
9	8	0	0	2/2	4	1	V2					b	v		V2	V		2					Mm7	1	1	5, 7, 11, 8		7	5	0	5	0.0	0.0	1.0	0.0
9	8	1/4	1/4	2/2	4	1	i6					b	v		i6	i		6					m	1	1	3, 7, 6		6	3	0	5	0.0	0.0	1.0	0.0
9	8	1/2	1/2	2/2	4	1	ii%7					b	v		ii%7	ii	%	7					%7	1	1	8, 5, 2, 6		8	8	0	5	0.0	0.0	1.25	0.0
9	8	3/4	3/4	2/2	4	1	V7					b	v		V7	V		7					Mm7	1	1	7, 11, 8, 5		7	7	0	4	0.0	0.0	0.75	0.0
10	9	0	0	2/2	4	1	i|PAC}					b	v		i	i					PAC	}	m	1	1	6, 3, 7		6	6	0	7	0.0	0.0	2.0	0.0
10	9	1/2	1/2	2/2	4	1	i.iv6					b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
10	9	3/4	3/4	2/2	4	1	VII					b	i		VII	VII							M	1	1	3, 7, 4		3	3	0	5	0.0	0.0	1.0	0.0
11	10	0	0	2/2	4	1	III6					b	i		III6	III		6					M	1	1	6, 3, 2		2	6	0	5	0.0	0.0	1.0	0.0
11	10	1/4	1/4	2/2	4	1	VI					b	i		VI	VI							M	1	1	1, 5, 2		1	1	0	5	0.0	0.0	1.0	0.0
11	10	1/2	1/2	2/2	4	1	ii%65					b	i		ii%65	ii	%	65					%7	1	1	4, 1, 5, 7		7	4	0	5	0.0	0.0	1.0	0.0
11	10	3/4	3/4	2/2	4	1	V					b	i		V	V							M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
12	11	0	0	2/2	4	1	i					b	i		i	i							m	1	1	5, 2, 6		5	5	1	6	0.14285714285714285	0.125	1.875	0.0625
12	11	1/2	1/2	2/2	4	1	VI					b	i		VI	VI							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
12	11	3/4	3/4	2/2	4	1	iio6					b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	0	5	0.0	0.0	1.0	0.0
13	12	0	0	2/2	4	1	V					b	i		V	V							M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
13	12	1/4	1/4	2/2	4	1	i6					b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	5	0.0	0.0	1.0	0.0
13	12	1/2	1/2	2/2	4	1	ii%7					b	i		ii%7	ii	%	7					%7	1	1	7, 4, 1, 5		7	7	0	5	0.0	0.0	1.25	0.0
13	12	3/4	3/4	2/2	4	1	V7					b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	4	0.0	0.0	0.75	0.0
14	13	0	0	2/2	4	1	i|PAC}					b	i		i	i					PAC	}	m	1	1	5, 2, 6		5	5	1	6	0.14285714285714285	0.125	1.875	0.0625
14	13	1/2	1/2	2/2	4	1	iv6					b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
14	13	3/4	3/4	2/2	4	1	VII					b	i		VII	VII							M	1	1	3, 7, 4		3	3	0	5	0.0	0.0	1.0	0.0
15	14	0	0	2/2	4	1	III6					b	i		III6	III		6					M	1	1	6, 3, 2		2	6	0	5	0.0	0.0	1.0	0.0
15	14	1/4	1/4	2/2	4	1	VI					b	i		VI	VI							M	1	1	1, 5, 2		1	1	0	5	0.0	0.0	1.0	0.0
15	14	1/2	1/2	2/2	4	1	ii%65					b	i		ii%65	ii	%	65					%7	1	1	4, 1, 5, 7		7	4	0	5	0.0	0.0	1.0	0.0
15	14	3/4	3/4	2/2	4	1	V					b	i		V	V							M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
16	15	0	0	2/2	4	1	i					b	i		i	i							m	1	1	5, 2, 6		5	5	1	6	0.14285714285714285	0.125	1.875	0.0625
16	15	1/2	1/2	2/2	4	1	VI					b	i		VI	VI							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
16	15	3/4	3/4	2/2	4	1	iio6					b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	0	5	0.0	0.0	1.0	0.0
17	16	0	0	2/2	4	1	V					b	i		V	V							M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
17	16	1/4	1/4	2/2	4	1	i6					b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	5	0.0	0.0	1.0	0.0
17	16	1/2	1/2	2/2	4	1	ii%7					b	i		ii%7	ii	%	7					%7	1	1	7, 4, 1, 5		7	7	0	5	0.0	0.0	1.25	0.0
17	16	3/4	3/4	2/2	4	1	V7					b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	4	0.0	0.0	0.75	0.0
18	17	0	0	2/2	4	1	i|PAC}					b	i		i	i					PAC	}	m	1	1	5, 2, 6		5	5	0	4	0.0	0.0	3.0	0.0
18	17	7/8	7/8	2/2	4	1	III.I{					b	III		I	I						{	M	1	0	2, 6, 3		2	2	0	17	0.0	0.0	3.5	0.0
19	18	3/4	3/4	2/2	4	1	V6					b	III		V6	V		6					M	1	0	7, 4, 3		3	7	0	5	0.0	0.0	1.0	0.0
20	19	0	0	2/2	4	1	I					b	III		I	I							M	1	0	2, 6, 3		2	2	0	5	0.0	0.0	1.125	0.0
20	19	1/4	1/4	2/2	4	1	I6					b	III		I6	I		6					M	1	0	6, 3, 2		2	6	0	5	0.0	0.0	0.875	0.0
20	19	1/2	1/2	2/2	4	1	IV					b	III		IV	IV							M	1	0	1, 5, 2		1	1	0	5	0.0	0.0	1.5	0.0
20	19	3/4	3/4	2/2	4	1	ii6					b	III		ii6	ii		6					m	1	0	1, 5, 4		4	1	0	3	0.0	0.0	0.5	0.0
21	20	0	0	2/2	4	1	V					b	III		V	V							M	1	0	3, 7, 4		3	3	0	5	0.0	0.0	1.0	0.0
21	20	1/4	1/4	2/2	4	1	vi					b	III		vi	vi							m	1	0	5, 2, 6		5	5	0	5	0.0	0.0	1.0	0.0
21	20	1/2	1/2	2/2	4	1	ii7					b	III		ii7	ii		7					mm7	1	0	4, 1, 5, 2		4	4	0	5	0.0	0.0	1.0	0.0
21	20	3/4	3/4	2/2	4	1	V7					b	III		V7	V		7					Mm7	1	0	3, 7, 4, 1		3	3	0	5	0.0	0.0	1.0	0.0
22	21	0	0	2/2	4	1	I|PAC}					b	III		I	I					PAC	}	M	1	0	2, 6, 3		2	2	0	5	0.0	0.0	1.75	0.0
22	21	1/4	1/4	2/2	4	1	IV64					b	III		IV64	IV		64					M	1	0	2, 1, 5		1	2	0	2	0.0	0.0	0.25	0.0
22	21	1/2	1/2	2/2	4	1	v.iio6/iv					b	v		iio6/iv	ii	o	6		iv			o	1	1	4, 1, 7		7	4	0	2	0.0	0.0	0.25	0.0
22	21	3/4	3/4	2/2	4	1	V/iv					b	v		V/iv	V				iv			M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
23	22	0	0	2/2	4	1	iv					b	v		iv	iv							m	1	1	5, 2, 6		5	5	0	7	0.0	0.0	2.0	0.0
23	22	1/2	1/2	2/2	4	1	V7					b	v		V7	V		7					Mm7	1	1	7, 11, 8, 5		7	7	0	7	0.0	0.0	1.25	0.0
24	23	0	0	2/2	4	1	i					b	v		i	i							m	1	1	6, 3, 7		6	6	0	7	0.0	0.0	2.0	0.0
24	23	1/2	1/2	2/2	4	1	VI					b	v		VI	VI							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
24	23	3/4	3/4	2/2	4	1	iio6					b	v		iio6	ii	o	6					o	1	1	5, 2, 8		8	5	0	5	0.0	0.0	1.0	0.0
25	24	0	0	2/2	4	1	V2					b	v		V2	V		2					Mm7	1	1	5, 7, 11, 8		7	5	0	5	0.0	0.0	1.0	0.0
25	24	1/4	1/4	2/2	4	1	i6					b	v		i6	i		6					m	1	1	3, 7, 6		6	3	0	5	0.0	0.0	1.0	0.0
25	24	1/2	1/2	2/2	4	1	ii%7					b	v		ii%7	ii	%	7					%7	1	1	8, 5, 2, 6		8	8	0	5	0.0	0.0	1.25	0.0
25	24	3/4	3/4	2/2	4	1	V7					b	v		V7	V		7					Mm7	1	1	7, 11, 8, 5		7	7	0	4	0.0	0.0	0.75	0.0
26	25	0	0	2/2	4	1	i|PAC}					b	v		i	i					PAC	}	m	1	1	6, 3, 7		6	6	0	7	0.0	0.0	2.0	0.0
26	25	1/2	1/2	2/2	4	1	iv.V7	0	6.04687	0.32687	/	b	iv		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	7	0.0	0.0	1.25	0.0
27	26	0	0	2/2	4	1	i					b	iv		i	i							m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	1.0	0.0
27	26	1/4	1/4	2/2	4	1	i6					b	iv		i6	i		6					m	1	1	1, 5, 4		4	1	4	4	0.5	0.5	0.5	0.5
27	26	1/2	1/2	2/2	4	1	V(64)					b	iv		V(64)	V			64				M	1	1	5, 4, 1		5	5	0	5	0.0	0.0	1.0	0.0
27	26	3/4	3/4	2/2	4	1	V					b	iv		V	V							M	1	1	5, 9, 6		5	5	1	4	0.2	0.25	0.75	0.25
28	27	0	0	2/2	4	1	i|PAC}{					b	iv		i	i					PAC	}{	m	1	1	4, 1, 5		4	4	0	14	0.0	0.0	3.25	0.0
29	28	0	0	2/2	4	1	i.V7/III					b	i		V7/III	V		7		III			Mm7	1	1	3, 7, 4, 1		3	3	0	14	0.0	0.0	3.25	0.0
30	29	0	0	2/2	4	1	III					b	i		III	III							M	1	1	2, 6, 3		2	2	0	7	0.0	0.0	2.0	0.0
30	29	1/2	1/2	2/2	4	1	i6					b	i		i6	i		6					m	1	1	2, 6, 5		5	2	1	6	0.14285714285714285	0.125	1.125	0.1
31	30	0	0	2/2	4	1	V65					b	i		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	0	7	0.0	0.0	2.0	0.0
31	30	1/2	1/2	2/2	4	1	V7					b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	7	0.0	0.0	1.25	0.0
32	31	0	0	2/2	4	1	i					b	i		i	i							m	1	1	5, 2, 6		5	5	0	14	0.0	0.0	3.25	0.0
33	32	0	0	2/2	4	1	v6					b	i		v6	v		6					m	1	1	3, 7, 6		6	3	0	14	0.0	0.0	3.25	0.0
34	33	0	0	2/2	4	1	iv6					b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	9	0.0	0.0	2.25	0.0
34	33	3/4	3/4	2/2	4	1	iv					b	i		iv	iv							m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	1.0	0.0
35	34	0	0	2/2	4	1	V					b	i		V	V							M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
35	34	1/4	1/4	2/2	4	1	i6					b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	5	0.0	0.0	1.0	0.0
35	34	1/2	1/2	2/2	4	1	ii%7					b	i		ii%7	ii	%	7					%7	1	1	7, 4, 1, 5		7	7	0	5	0.0	0.0	1.25	0.0
35	34	3/4	3/4	2/2	4	1	V7					b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	4	0.0	0.0	0.75	0.0
36	35	0	0	2/2	4	1	i|PAC}					b	i		i	i					PAC	}	m	1	1	5, 2, 6		5	5	0	14	0.0	0.0	3.25	0.0
37	36	0	0	2/2	4	1	v6					b	i		v6	v		6					m	1	1	3, 7, 6		6	3	0	14	0.0	0.0	3.25	0.0
38	37	0	0	2/2	4	1	iv6					b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	9	0.0	0.0	2.25	0.0
38	37	3/4	3/4	2/2	4	1	iv					b	i		iv	iv							m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	1.0	0.0
39	38	0	0	2/2	4	1	V					b	i		V	V							M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
39	38	1/4	1/4	2/2	4	1	i6					b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	5	0.0	0.0	1.0	0.0
39	38	1/2	1/2	2/2	4	1	ii%7					b	i		ii%7	ii	%	7					%7	1	1	7, 4, 1, 5		7	7	0	5	0.0	0.0	1.25	0.0
39	38	3/4	3/4	2/2	4	1	V7					b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	4	0.0	0.0	0.75	0.0
40	39	0	0	2/2	4	1	i|PAC}					b	i		i	i					PAC	}	m	1	1	5, 2, 6		5	5	0	4	0.0	0.0	3.0	0.0
