mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
37	35	104	104	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	249					
37	35	103	103	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6h	5	
37	35	103	103	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	250					
37	35	104	104	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	5		
37	35	104	104	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	251					
37	35	105	105	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	7		
37	35	105	105	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	252					
38	36	106	106	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	253					
38	36	106	106	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	254					
38	36	107	107	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	255					
38	36	106	106	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	9		
38	36	106	106	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	256					
38	36	107	107	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	8		
38	36	107	107	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	257					
38	36	108	108	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
38	36	108	108	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	258					
39	37	109	109	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	259					
39	37	109	109	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	260					
39	37	110	110	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	261					
39	37	109	109	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6	5	
39	37	109	109	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	262					
39	37	110	110	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	7		
39	37	110	110	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	263					
39	37	111	111	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	7	#	
39	37	111	111	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	264					
40	38	112	112	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	265					
40	38	114	114	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	266					
40	38	112	112	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	267					
40	38	113	113	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	268					
40	38	112	112	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	9		
40	38	112	112	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	269					
40	38	113	113	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	8		
40	38	113	113	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	270					
40	38	114	114	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
40	38	114	114	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	271					
41	39	115	115	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	272					
41	39	231/2	231/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	273					
41	39	116	116	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	274					
41	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	275					
41	39	115	115	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	276					
41	39	116	116	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	277					
41	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	278					
41	39	115	115	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6	5	
41	39	115	115	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	279					
41	39	116	116	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					3/8	5	4	
41	39	116	116	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	280					
41	39	235/2	235/2	0.0	5/8	5/8	FiguredBass	3/4	3	1	0					1/8	#		
42	40	118	118	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	281					
42	40	118	118	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	282					
42	40	118	118	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	283					
