mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	258							20
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	259							20
27	27	40	40	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	260							20
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	261							
27	27	79/2	79/2	0.75	1/8	1/8	Chord	3/8	2	1	3/16	1/8	3/2	262							
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	263							
27	27	39	39	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	264							
27	27	79/2	79/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4	1/4	1	265							
27	27	39	39	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6		
27	27	39	39	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	266							
27	27	79/2	79/2	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/4	6	5	
27	27	79/2	79/2	1.0	1/8	1/8	Chord	3/8	4	1	1/4	1/4	1	267							
28	28	81/2	81/2	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	268							
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	269							
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	270							
28	28	81/2	81/2	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	271							
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	272							
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	273							
28	28	81/2	81/2	0.75	0	0	Chord	3/8	3	1	3/16	1/8	3/2	274							
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	275							
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	276							
28	28	81/2	81/2	0.75	0	0	Chord	3/8	4	1	3/16	1/8	3/2	277							
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16	1/16	1	278							
28	28	83/2	83/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	6	4+	
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	279							
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	280							
29	29	85/2	85/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	281							
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	282							
29	29	42	42	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	283							
29	29	85/2	85/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	284							
29	29	42	42	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	285							
29	29	85/2	85/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4	1/4	1	286							
29	29	42	42	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	7	5	
29	29	42	42	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	287							
29	29	85/2	85/2	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/8	5	4	
29	29	85/2	85/2	1.0	1/8	1/8	Chord	3/8	4	1	1/4	1/4	1	288							
29	29	43	43	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	#		
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	289							
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	290							21
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	291							21
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	292							21
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	293							
30	30	87/2	87/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	294							
30	30	87/2	87/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	295							
30	30	44	44	1.0	1/8	1/8	Chord	3/8	3	1	1/4	1/4	1	296							
30	30	87/2	87/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	297							
30	30	44	44	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/4	6		
30	30	44	44	1.0	1/8	1/8	Chord	3/8	4	1	1/4	1/4	1	298							
31	31	45	45	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	299							
31	31	91/2	91/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	300							
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	301							22
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	302							22
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	303							22
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	304							
31	31	45	45	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	305							
31	31	91/2	91/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4	1/4	1	306							
31	31	45	45	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	307							
31	31	91/2	91/2	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/4	#		
31	31	91/2	91/2	1.0	1/8	1/8	Chord	3/8	4	1	1/4	1/4	1	308							
32	32	47	47	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	309							23
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	310							23
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	311							23
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	312							
32	32	93/2	93/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	313							
32	32	47	47	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	314							
32	32	93/2	93/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	315							
32	32	47	47	1.0	1/8	1/8	Chord	3/8	3	1	1/4	1/4	1	316							
32	32	93/2	93/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	317							
32	32	47	47	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/4	6		
32	32	47	47	1.0	1/8	1/8	Chord	3/8	4	1	1/4	1/4	1	318							
33	33	48	48	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	319							
33	33	48	48	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	320							
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	321							24
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	322							24
33	33	49	49	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	323							24
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	324							
33	33	48	48	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	325							
33	33	49	49	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	326							
33	33	48	48	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	9		
33	33	48	48	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	327							
33	33	97/2	97/2	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/8	8		
33	33	49	49	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	6		
33	33	49	49	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	328							
34	34	99/2	99/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	329							
34	34	50	50	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	330							25
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	331							25
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	332							25
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	333							
34	34	99/2	99/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	334							
34	34	50	50	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	335							
34	34	99/2	99/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	336							
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	337							
34	34	99/2	99/2	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	9	#	
34	34	99/2	99/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	338							
34	34	50	50	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/8	8		
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	339							
35	35	51	51	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	340							
35	35	52	52	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	341							
35	35	51	51	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	342							
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	343							
35	35	52	52	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	344							
35	35	51	51	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	345							
35	35	52	52	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	346							
35	35	51	51	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	9		
35	35	51	51	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	347							
35	35	103/2	103/2	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/8	8		
35	35	52	52	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	348							
36	36	105/2	105/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	349							
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	350							
36	36	105/2	105/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	351							
36	36	53	53	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	352							
36	36	105/2	105/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	353							
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	354							
36	36	105/2	105/2	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	7	#	
36	36	105/2	105/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	355							
36	36	53	53	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/8	6		
36	36	107/2	107/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	7	5	
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	356							
37	37	54	54	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	357							
37	37	109/2	109/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	358							
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	359							
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	360							
37	37	109/2	109/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	361							
37	37	54	54	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	362							
37	37	109/2	109/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4	1/4	1	363							
37	37	54	54	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6\	5	
37	37	54	54	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	364							
37	37	109/2	109/2	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/8	5\	4	
37	37	109/2	109/2	1.0	1/8	1/8	Chord	3/8	4	1	1/4	1/4	1	365							
37	37	55	55	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	#		
38	38	111/2	111/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	366							
38	38	56	56	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	367							26
38	38	225/4	225/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	368							
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	369							
38	38	111/2	111/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	370							
38	38	111/2	111/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	371							
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	372							
38	38	111/2	111/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	373							
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	374							
39	39	57	57	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	375							
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	376							27
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	377							27
39	39	58	58	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	378							27
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	379							
39	39	57	57	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	380							
39	39	57	57	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	381							
39	39	115/2	115/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	382							
39	39	57	57	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6	5	
39	39	57	57	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	383							
39	39	115/2	115/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	384							
40	40	117/2	117/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	385							
40	40	59	59	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	386							28
40	40	237/4	237/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	387							
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	388							
40	40	117/2	117/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	389							
40	40	117/2	117/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	390							
40	40	59	59	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	391							
40	40	117/2	117/2	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	b		
40	40	117/2	117/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	392							
40	40	59	59	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	393							
41	41	60	60	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	394							
41	41	121/2	121/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	395							29
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	396							29
41	41	61	61	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	397							29
41	41	245/4	245/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	398							
41	41	60	60	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	399							
41	41	60	60	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	400							
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	401							
41	41	60	60	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6	5	
41	41	60	60	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	402							
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	403							
42	42	123/2	123/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	404							
42	42	62	62	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	405							30
42	42	249/4	249/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	406							
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	407							
42	42	123/2	123/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	408							
42	42	123/2	123/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	409							
42	42	62	62	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	410							
42	42	123/2	123/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	411							
42	42	62	62	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	412							
43	43	63	63	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	413							
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	414							31
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	415							31
43	43	64	64	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	416							31
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	417							
43	43	63	63	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	418							
43	43	63	63	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	419							
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	420							
43	43	63	63	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6		
43	43	63	63	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	421							
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	422							
44	44	129/2	129/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	423							
44	44	65	65	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	424							32
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	425							
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	426							
44	44	129/2	129/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	427							
44	44	129/2	129/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	428							
44	44	65	65	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	429							
44	44	129/2	129/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	430							
44	44	65	65	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	431							
45	45	66	66	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	432							
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	433							33
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	434							33
45	45	67	67	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	435							33
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	436							
45	45	66	66	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	437							
45	45	66	66	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	438							
45	45	66	66	0.0	0	0	FiguredBass	3/8	4	1	0							1/4	7		
45	45	66	66	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	439							
45	45	67	67	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	6		
46	46	135/2	135/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	440							
46	46	68	68	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	441							34
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	442							
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	443							
46	46	135/2	135/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	444							
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	445							
46	46	135/2	135/2	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	446							
46	46	135/2	135/2	0.0	0	0	FiguredBass	3/8	4	1	0							3/8	#		
46	46	135/2	135/2	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	447							
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	448							35
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	449							
47	47	70	70	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	450							
47	47	69	69	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	451							
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	452							
47	47	69	69	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	453							
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	454							
47	47	69	69	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6		
47	47	69	69	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	455							
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	456							
48	48	71	71	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	457							36
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	458							
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	459							
48	48	141/2	141/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	460							
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	461							
48	48	141/2	141/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	462							
48	48	71	71	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	463							
48	48	141/2	141/2	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6		
48	48	141/2	141/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	464							
48	48	71	71	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	465							
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	466							37
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	467							
49	49	73	73	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	468							
49	49	72	72	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	469							
49	49	73	73	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	470							
49	49	72	72	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	471							
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	472							
49	49	72	72	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6		
49	49	72	72	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	473							
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	474							
50	50	74	74	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	475							38
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	476							38
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	477							38
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	478							
50	50	147/2	147/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	479							
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	480							
50	50	147/2	147/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	481							
50	50	74	74	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	482							
50	50	147/2	147/2	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6		
50	50	147/2	147/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	483							
50	50	74	74	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	484							
51	51	75	75	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	485							
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	486							
51	51	76	76	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	487							39
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	488							
51	51	75	75	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	489							
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	490							
51	51	76	76	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	491							
51	51	75	75	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	492							
51	51	76	76	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	493							
51	51	75	75	0.0	0	0	FiguredBass	3/8	4	1	0							1/4	#		
51	51	75	75	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	494							
51	51	76	76	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	6		
51	51	76	76	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	495							
52	52	153/2	153/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	496							
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	497							
52	52	77	77	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	498							
52	52	153/2	153/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	499							40
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	500							
52	52	77	77	0.75	1/8	1/8	Chord	3/8	2	1	3/16	1/8	3/2	501							
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	502							
52	52	153/2	153/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	503							
52	52	77	77	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	504							
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	505							
52	52	153/2	153/2	0.0	0	0	FiguredBass	3/8	4	1	0							1/8	6	5	
52	52	153/2	153/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	506							
52	52	77	77	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/8	4		
52	52	77	77	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	507							
52	52	155/2	155/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	#		
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	508							
53	53	78	78	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	509							
53	53	79	79	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	510							
53	53	78	78	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	511							
53	53	79	79	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	512							
53	53	78	78	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	513							
53	53	79	79	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	514							
53	53	78	78	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	515							
53	53	79	79	0.0	1/4	1/4	FiguredBass	3/8	4	1	0							1/8	6		
53	53	79	79	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	516							
54	54	159/2	159/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	517							
54	54	80	80	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	518							
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	519							
54	54	159/2	159/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	520							
