mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
29	29	84	84	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	174										
29	29	85	85	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	175										
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	176										
29	29	86	86	0.0	1/2	1/2	FiguredBass	3/4	3	1	0										1/4	6		
29	29	86	86	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	177										
30	30	87	87	0.0	0	0	FiguredBass	3/4	3	1	0										1/4	7		
30	30	87	87	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	178										
30	30	88	88	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/4	7	#	
30	30	88	88	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	179										
30	30	89	89	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	180										
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	181										
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	182										
31	31	92	92	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	183										
31	31	91	91	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	184										
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	185										
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	186										
31	31	90	90	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	187										
31	31	91	91	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/2	5		
31	31	91	91	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	188										
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	189										
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	190										
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	191										
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	192										
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	193										
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	194										
32	32	93	93	0.0	0	0	FiguredBass	3/4	3	1	0										1/4	4	2	
32	32	93	93	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	195										
32	32	94	94	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/2	6		
32	32	94	94	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	196										
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	197										
33	33	97	97	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	198										
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	199										
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	200										
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	201										
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	202										
33	33	96	96	0.0	0	0	FiguredBass	3/4	3	1	0										1/4	4	2	
33	33	96	96	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	203										
33	33	97	97	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/4	6		
33	33	97	97	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	204										
33	33	98	98	0.0	1/2	1/2	FiguredBass	3/4	3	1	0										1/4	7		
33	33	98	98	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	205										
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	206										0
34	34	100	100	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	207										
34	34	99	99	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	208										
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	209										
34	34	99	99	0.0	0	0	FiguredBass	3/4	3	1	0										1/2	76		
34	34	99	99	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	210										
34	34	101	101	0.0	1/2	1/2	FiguredBass	3/4	3	1	0										1/4	7		
34	34	101	101	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	211										
35	35	103	103	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	212										
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	213										
35	35	102	102	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	214										
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	215										
35	35	102	102	0.0	0	0	FiguredBass	3/4	3	1	0										1/2	76		
35	35	102	102	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	216										
35	35	104	104	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	217										
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	218										
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	219										
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	220										
36	36	105	105	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	221										
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	222										
36	36	105	105	0.0	0	0	FiguredBass	3/4	3	1	0										1/2	76		
36	36	105	105	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	223										
36	36	107	107	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	224										
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	225										
37	37	109	109	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	226										
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	227										
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	228										
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	229										
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	230										
37	37	108	108	0.0	0	0	FiguredBass	3/4	3	1	0										1/4	6	5	
37	37	108	108	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	231										
37	37	109	109	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/4	4		
37	37	109	109	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	232										
37	37	110	110	0.0	1/2	1/2	FiguredBass	3/4	3	1	0										1/4	3		
37	37	110	110	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	233										
38	38	111	111	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	234										
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	235										
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	236										
38	38	111	111	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	237										
38	38	111	111	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	238										
39	39	114	114	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	239										
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	240										
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	241										
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	242										
39	39	114	114	0.0	0	0	FiguredBass	3/4	3	1	0										1/4	b		
39	39	114	114	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	243										
39	39	115	115	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/4	b6		
39	39	115	115	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	244										
39	39	116	116	0.0	1/2	1/2	FiguredBass	3/4	3	1	0										1/4	b5		
39	39	116	116	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	245										
40	40	117	117	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	246										
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	247										
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	248										
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	249										
40	40	117	117	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	250										
