mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	171									
11	11	30	30	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	172									
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	173									
11	11	31	31	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	174									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	175									
11	11	32	32	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	176									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	177									
11	11	30	30	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9	7	b
11	11	30	30	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	178									
11	11	61/2	61/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	179									
11	11	31	31	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	180									
11	11	63/2	63/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	#		
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	181									
11	11	32	32	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6		
11	11	32	32	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	182									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	183									
12	12	33	33	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	184									
12	12	67/2	67/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	185									
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	186									
12	12	33	33	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	187									
12	12	67/2	67/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	188									
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	189									
12	12	33	33	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	190									
12	12	67/2	67/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	191									
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	192									
12	12	33	33	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7	5	
12	12	33	33	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	193									
12	12	67/2	67/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/4	#		
12	12	67/2	67/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	194									
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	195									
13	13	36	36	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	196									
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	197									
13	13	36	36	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	198									
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	199									
13	13	36	36	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	200									
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	201									
13	13	37	37	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	202									
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	203									
13	13	38	38	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	204									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	205									
13	13	36	36	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	206									
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	207									
13	13	37	37	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	208									
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	209									
13	13	38	38	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	210									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	211									
14	14	39	39	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	212									
14	14	81/2	81/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	213									
14	14	39	39	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	214									
14	14	81/2	81/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	215									
14	14	39	39	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	216									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	217									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	218									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	219									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	220									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	221									
14	14	39	39	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	b		
14	14	39	39	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	222									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	223									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	224									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	225									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	226									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	227									
15	15	42	42	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	228									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	229									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	230									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	231									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	232									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	233									
15	15	42	42	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	234									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	235									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	236									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	237									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	238									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	239									
15	15	42	42	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	240									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	241									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	242									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	243									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	244									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	245									
15	15	42	42	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9	7	
15	15	42	42	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	246									
15	15	85/2	85/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	247									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	248									
15	15	87/2	87/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	#		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	249									
15	15	44	44	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6		
15	15	44	44	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	250									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	251									
16	16	45	45	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	252									
16	16	91/2	91/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	253									
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	254									
16	16	45	45	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	255									
16	16	91/2	91/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	256									
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	257									
16	16	45	45	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	258									
16	16	91/2	91/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	259									
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	260									
16	16	45	45	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7	5	
16	16	45	45	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	261									
16	16	91/2	91/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/4	#		
16	16	91/2	91/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	262									
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	263									
