mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
32	32	93	93	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	276											
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	277											
32	32	94	94	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	278											
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	279											
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	280											
32	32	93	93	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	281											
32	32	95	95	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	282											
32	32	93	93	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	283											
32	32	95	95	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	284											
33	33	96	96	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	285											
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	286											
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	287											
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	288											
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	289											
33	33	96	96	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	290											
33	33	98	98	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	291											
33	33	96	96	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	h			
33	33	96	96	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	292											
33	33	98	98	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
33	33	98	98	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	293											
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	294											
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	295											
34	34	100	100	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	296											
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	297											
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	298											
34	34	99	99	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	299											
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	300											
34	34	99	99	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	301											
34	34	101	101	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	302											
34	34	99	99	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	303											
34	34	101	101	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	7	5	h	
34	34	101	101	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	304											
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	305											
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	306											
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	307											
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	308											
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	309											
35	35	102	102	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	310											
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	311											
35	35	103	103	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	312											
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	313											
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	314											
35	35	102	102	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	315											
35	35	103	103	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	316											
35	35	104	104	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	317											
35	35	102	102	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	h			
35	35	102	102	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	318											
35	35	103	103	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	319											
35	35	104	104	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	320											
36	36	105	105	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	321											
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	322											
36	36	105	105	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	323											
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	324											
36	36	105	105	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	325											
36	36	107	107	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	326											
36	36	105	105	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	327											
36	36	107	107	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	328											
37	37	108	108	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	329											
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	330											
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	331											
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	332											
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	333											
37	37	108	108	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	334											
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	335											
37	37	109	109	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	336											
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	337											
37	37	110	110	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	338											
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	339											
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	340											
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	341											
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	342											
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	343											
38	38	111	111	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	344											
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	345											
38	38	112	112	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	346											
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	347											
38	38	113	113	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	348											
39	39	114	114	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	349											
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	350											
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	351											
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	352											
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	353											
39	39	114	114	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	354											
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	355											
39	39	115	115	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	356											
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	357											
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	358											
39	39	114	114	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	359											
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	360											
39	39	115	115	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	361											
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	362											
39	39	116	116	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
39	39	116	116	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	363											
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	364											
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	365											
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	366											
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	367											
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	368											
40	40	117	117	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	369											
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	370											
40	40	118	118	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	371											
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	372											
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	373											
40	40	117	117	0.0	0	0	FiguredBass	3/4	4	1	0										1/8	6			
40	40	117	117	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	374											
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	375											
40	40	118	118	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	376											
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	377											
40	40	119	119	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	378											
41	41	120	120	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	379											
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	380											
41	41	121	121	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	381											
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	382											
41	41	122	122	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	383											
41	41	120	120	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	384											
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	385											
41	41	121	121	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	386											
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	387											
41	41	122	122	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
41	41	122	122	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	388											
42	42	123	123	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	389											
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	390											
42	42	124	124	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	391											
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	392											
42	42	125	125	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	393											
42	42	123	123	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	394											
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	395											
42	42	124	124	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	396											
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	397											
42	42	125	125	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
42	42	125	125	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	398											
43	43	126	126	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	399											
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	400											
43	43	127	127	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	401											
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	402											
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	403											
43	43	126	126	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	404											
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	405											
43	43	127	127	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	406											
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	407											
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	408											
43	43	126	126	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	409											
43	43	128	128	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	410											
43	43	126	126	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	411											
43	43	128	128	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6	4		
43	43	128	128	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	412											
44	44	129	129	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	413											
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	414											
44	44	130	130	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	415											
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	416											
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	417											
44	44	129	129	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	418											
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	419											
44	44	130	130	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	420											
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	421											
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	422											
44	44	129	129	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	423											
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	424											
44	44	131	131	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	425											
44	44	129	129	0.0	0	0	FiguredBass	3/4	4	1	0										3/8	6			
44	44	129	129	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	426											
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	427											
44	44	131	131	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	428											
45	45	132	132	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	429											
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	430											
45	45	132	132	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	431											
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	432											
45	45	132	132	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	433											
45	45	134	134	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	434											
45	45	132	132	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	435											
45	45	134	134	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	436											
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	437											
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	438											
46	46	136	136	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	439											
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	440											
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	441											
46	46	135	135	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	442											
46	46	135	135	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	443											
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	444											
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	445											
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	446											
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	447											
47	47	140	140	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	448											
47	47	138	138	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	449											
47	47	138	138	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	6			
47	47	138	138	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	450											
48	48	141	141	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	451											
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	452											
48	48	141	141	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	453											
48	48	141	141	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	6			
48	48	141	141	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	454											
48	48	143	143	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	5			
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	455											
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	456											
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	457											
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	458											
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	459											
49	49	144	144	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	460											
49	49	144	144	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	461											
50	50	147	147	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	462											
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	463											
50	50	147	147	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	464											
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	465											
50	50	148	148	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	466											
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	467											
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	468											
50	50	147	147	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	469											
50	50	147	147	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	470											
51	51	150	150	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	471											
51	51	150	150	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	472											
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	473											
51	51	151	151	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	474											
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	475											
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	476											
51	51	150	150	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	477											
51	51	150	150	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	478											
52	52	153	153	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	479											
52	52	153	153	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	480											
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	481											
52	52	153	153	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	482											
52	52	153	153	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	h			
52	52	153	153	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	483											
53	53	156	156	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	484											
53	53	156	156	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	485											
53	53	313/2	313/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	486											
53	53	157	157	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	487											
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	488											
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	489											
53	53	156	156	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	490											
53	53	156	156	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	491											
54	54	159	159	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	492											
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	493											
54	54	159	159	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	494											
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	495											
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	496											
54	54	159	159	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	497											
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	498											
54	54	160	160	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	499											
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	500											
54	54	161	161	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	501											
54	54	159	159	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	502											
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	503											
54	54	160	160	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	504											
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	505											
54	54	161	161	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
54	54	161	161	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	506											
55	55	162	162	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	507											
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	508											
55	55	162	162	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	509											
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	510											
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	511											
55	55	162	162	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	512											
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	513											
55	55	163	163	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	514											
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	515											
55	55	164	164	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	516											
55	55	162	162	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	517											
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	518											
55	55	163	163	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	519											
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	520											
55	55	164	164	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
55	55	164	164	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	521											
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	522											
56	56	166	166	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	523											
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	524											
56	56	166	166	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	525											
56	56	165	165	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	526											
56	56	167	167	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	527											
56	56	165	165	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	6	4		
56	56	165	165	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	528											
56	56	166	166	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/4	5	3		
56	56	167	167	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6	4		
56	56	167	167	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	529											
57	57	168	168	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	530											
57	57	168	168	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	531											
57	57	168	168	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	532											
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	533											
57	57	169	169	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	534											
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	535											
57	57	170	170	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	536											
57	57	168	168	0.0	0	0	FiguredBass	3/4	4	1	0										1/8	6			
57	57	168	168	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	537											
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	538											
57	57	169	169	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	539											
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	540											
57	57	170	170	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	541											
58	58	171	171	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	542											
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	543											
58	58	172	172	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	544											
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	545											
58	58	173	173	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	546											
58	58	171	171	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	547											
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	548											
58	58	172	172	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	549											
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	550											
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	551											
59	59	174	174	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	552											
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	553											
59	59	175	175	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	554											
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	555											
59	59	176	176	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	556											
59	59	174	174	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	557											
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	558											
59	59	175	175	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	559											
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	560											
59	59	176	176	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	561											
60	60	177	177	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	562											
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	563											
