mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
95	95	282	282	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	839											
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	840											
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	841											
95	95	282	282	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	842											
95	95	565/2	565/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	843											
95	95	283	283	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	844											
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	845											
95	95	284	284	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	846											
95	95	282	282	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	847											
95	95	565/2	565/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	848											
95	95	283	283	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	849											
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	850											
95	95	284	284	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
95	95	284	284	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	851											
96	96	285	285	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	852											
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	853											
96	96	285	285	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	854											
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	855											
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	856											
96	96	285	285	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	857											
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	858											
96	96	286	286	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	859											
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	860											
96	96	287	287	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	861											
96	96	285	285	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	862											
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	863											
96	96	286	286	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	864											
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	865											
96	96	287	287	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
96	96	287	287	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	866											
97	97	288	288	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	867											
97	97	289	289	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	868											
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	869											
97	97	289	289	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	870											
97	97	288	288	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	871											
97	97	290	290	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	872											
97	97	288	288	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	6	4		
97	97	288	288	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	873											
97	97	289	289	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/4	5	3		
97	97	290	290	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	874											
98	98	291	291	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	875											
98	98	291	291	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	876											
98	98	291	291	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	877											
98	98	291	291	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	878											
