mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	system_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
16	16	182/3	182/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	247							
16	16	61	61	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	248							
16	16	184/3	184/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	249							
16	16	185/3	185/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	250							
16	16	62	62	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	251							
16	16	187/3	187/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	252							
16	16	188/3	188/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	253							
16	16	63	63	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	254							
16	16	190/3	190/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	255							
16	16	191/3	191/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	256							
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	257							
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	258							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	259							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	260							
16	16	60	60	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	261							
16	16	123/2	123/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	6	
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	262							
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	6	
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	263							
16	16	127/2	127/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	264							
17	17	64	64	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	265							
17	17	193/3	193/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	266							
17	17	194/3	194/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	267							
17	17	65	65	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	268							
17	17	196/3	196/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	269							
17	17	197/3	197/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	270							
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	271							
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	272							
17	17	67	67	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	273							
17	17	202/3	202/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	274							
17	17	203/3	203/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	275							
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	276							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	277							
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	278							
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	279							
17	17	64	64	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	280							
17	17	131/2	131/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	6	
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	281							
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	6\	
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	282							
17	17	135/2	135/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	283							
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	284							
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	285							
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	286							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	287							
18	18	68	68	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	288							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	289							
18	18	70	70	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	290							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	291							
18	18	68	68	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	7	5
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	292							
18	18	69	69	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5__	4
18	18	69	69	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	293							
18	18	139/2	139/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	_	#
18	18	70	70	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	294							
18	18	143/2	143/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	295							
19	19	72	72	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	296							
19	19	217/3	217/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	297							
19	19	218/3	218/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	298							
19	19	73	73	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	299							
19	19	220/3	220/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	300							
19	19	221/3	221/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	301							
19	19	74	74	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	302							
19	19	223/3	223/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	303							
19	19	224/3	224/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	304							
19	19	75	75	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	305							
19	19	226/3	226/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	306							
19	19	227/3	227/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	307							
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	308							
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	309							
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	310							
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	311							
19	19	72	72	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	312							
19	19	147/2	147/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	6	
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	313							
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	6	
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	314							
19	19	151/2	151/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	315							
20	20	76	76	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	316							
20	20	229/3	229/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	317							
20	20	230/3	230/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	318							
20	20	77	77	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	319							
20	20	232/3	232/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	320							
20	20	233/3	233/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	321							
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	322							
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	323							
20	20	79	79	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	324							
20	20	238/3	238/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	325							
20	20	239/3	239/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	326							
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	327							
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	328							
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	329							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	330							
20	20	76	76	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
20	20	76	76	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	331							
20	20	155/2	155/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	6	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	332							
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	6\	
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	333							
20	20	159/2	159/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	334							
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	335							
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	336							
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	337							
21	21	80	80	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	338							
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	339							
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	340							
21	21	80	80	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	7	5
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	341							
21	21	81	81	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5__	4
21	21	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	342							
21	21	163/2	163/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	_	#
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	343							
