mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	115					
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	116					
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	117					
7	7	27	27	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	118					
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	119					
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	120					
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	121					
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	122	ornamentTrill				6
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	123					
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	124					
7	7	26	26	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	125	ornamentTrill				
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	126					
7	7	24	24	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	127					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	128					
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	129					
7	7	49/2	49/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6		
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	130					
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
8	8	28	28	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	131					
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	132					
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	133					
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	134					
8	8	29	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	135					
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	136					
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	137					
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	138					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	139					
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	140					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	141					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	142					
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	143					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	144					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	145	ornamentTrill				7
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	146					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	147					
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	148					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	149					
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5		
8	8	28	28	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	150					
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	151					
8	8	61/2	61/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
9	9	32	32	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	152					
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	153					
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	154					
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	155					
9	9	33	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	156					
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	157					
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	158					
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	159					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	160					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	161					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	162					
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	163	ornamentTrill				8
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	164					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	165					
9	9	34	34	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	166					
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	167					
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	168					
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	169					
9	9	35	35	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	170					
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	171					
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	172					
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	173					
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	174					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	175					
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	176					
9	9	65/2	65/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6\		
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5		
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	177					
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	178	ornamentTrill				9
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	179					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	180					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	181	ornamentTrill				10
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	182					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	183					
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	184					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	185					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	186					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	187					
10	10	38	38	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	188					
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	189					
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	190					
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	191					
10	10	39	39	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	192					
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	193					
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	194					
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	195					
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	196					
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	197					
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	198					
10	10	73/2	73/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6		
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	199					
10	10	77/2	77/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	200	ornamentTrill				11
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	201					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	202					
11	11	42	42	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	203					
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	204					
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	205					
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	206					
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	207					
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	208					
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	209					
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	210					
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	211					
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	212					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	213					
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	214					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	215					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	216					
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	217					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	218					
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7	#	
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	219					
11	11	81/2	81/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6		
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
11	11	42	42	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	220					
11	11	85/2	85/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
12	12	44	44	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	221					
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	222					
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	223					
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	224					
12	12	45	45	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	225					
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	226					
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	227					
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	228					
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	229					
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	230					
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	231					
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	232					
12	12	47	47	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	233					
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	234					
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	235					
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	236					
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	237					12
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	238					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	239					
12	12	46	46	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	240					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	241					
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	242					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	243					
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	244					
12	12	89/2	89/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6		
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
12	12	46	46	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	245					
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6\		
13	13	48	48	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	246					
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	247					
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	248					
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	249					
