mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
8	8	29	29	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	91										
8	8	30	30	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	92										
8	8	31	31	0.0	3/4	3/4	FiguredBass	2/2	4	1	0										1/4	4	2	
8	8	31	31	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	93										
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	94										
9	9	33	33	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	95										
9	9	34	34	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	96										
9	9	32	32	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	97										
9	9	34	34	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	98										
9	9	32	32	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	99										
9	9	34	34	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	100										
9	9	35	35	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	101										
9	9	32	32	0.0	0	0	FiguredBass	2/2	4	1	0										1/2	#		
9	9	32	32	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	102										
9	9	34	34	0.0	1/2	1/2	FiguredBass	2/2	4	1	0										1/4	#		
9	9	34	34	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	103										
9	9	35	35	0.0	3/4	3/4	FiguredBass	2/2	4	1	0										1/4	4+	2	
9	9	35	35	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	104										
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	105										
10	10	37	37	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	106										
10	10	38	38	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	107										
10	10	36	36	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	108										
10	10	38	38	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	109										
10	10	36	36	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	110										
10	10	38	38	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	111										
10	10	39	39	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	112										
10	10	36	36	0.0	0	0	FiguredBass	2/2	4	1	0										1/2	#		
10	10	36	36	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	113										
10	10	38	38	0.0	1/2	1/2	FiguredBass	2/2	4	1	0										1/4	#		
10	10	38	38	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	114										
10	10	39	39	0.0	3/4	3/4	FiguredBass	2/2	4	1	0										1/4	4+	2	
10	10	39	39	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	115										
11	11	40	40	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	116										
11	11	41	41	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	117										
11	11	42	42	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	118										2
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	119										
11	11	43	43	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	120										3
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	121										
11	11	40	40	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	122										
11	11	41	41	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	123										
11	11	42	42	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	124										
11	11	43	43	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	125										
11	11	40	40	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	126										
11	11	42	42	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	127										
11	11	43	43	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	128										
11	11	40	40	0.0	0	0	FiguredBass	2/2	4	1	0										1/2	6		
11	11	40	40	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	129										
11	11	42	42	0.0	1/2	1/2	FiguredBass	2/2	4	1	0										1/4	b		
11	11	42	42	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	130										
11	11	43	43	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	131										
12	12	44	44	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	132										
12	12	46	46	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	133										
12	12	44	44	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	134										
12	12	46	46	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	135										
12	12	44	44	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	136										
12	12	45	45	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	137										
12	12	46	46	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	138										
12	12	44	44	0.0	0	0	FiguredBass	2/2	4	1	0										1/4	#		
12	12	44	44	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	139										
12	12	45	45	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	140										
12	12	46	46	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	141										
