mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
3	3	29/2	29/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	57										
3	3	15	15	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	58										10
3	3	31/2	31/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	59										
3	3	16	16	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	60										
3	3	33/2	33/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	61										11
3	3	17	17	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	62										
3	3	35/2	35/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	63										
3	3	12	12	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	64										
3	3	27/2	27/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	65										
3	3	14	14	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	66										
3	3	15	15	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	67										
3	3	12	12	0.0	0	0	FiguredBass	12/8	4	1	0										3/8	6		
3	3	12	12	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	68										
3	3	27/2	27/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8	1/8	1	69										
3	3	14	14	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	6		
3	3	14	14	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	70										
3	3	15	15	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	7		
3	3	15	15	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	71										
4	4	18	18	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	72										
4	4	39/2	39/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	73										
4	4	21	21	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	74										
4	4	43/2	43/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	75										
4	4	22	22	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	76										
4	4	45/2	45/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	77										
4	4	18	18	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	78										
4	4	41/2	41/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	79										
4	4	21	21	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	80										12
4	4	43/2	43/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	81										
4	4	22	22	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	82										
4	4	45/2	45/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	83										13
4	4	23	23	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	84										
4	4	47/2	47/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	85										
4	4	18	18	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	86										
4	4	39/2	39/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	87										
4	4	20	20	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	88										
4	4	21	21	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	89										
4	4	18	18	0.0	0	0	FiguredBass	12/8	4	1	0										1/4	#		
4	4	18	18	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	90										
4	4	39/2	39/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8	1/8	1	91										
4	4	20	20	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	7		
4	4	20	20	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	92										
4	4	21	21	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	5		
4	4	21	21	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	93										
5	5	24	24	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	94										
5	5	49/2	49/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	95										
5	5	25	25	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	96										
5	5	51/2	51/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	97										14
5	5	26	26	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	98										
5	5	53/2	53/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	99										
5	5	27	27	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	100										15
5	5	55/2	55/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	101										
5	5	28	28	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	102										
5	5	57/2	57/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	103										
5	5	24	24	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	104										
5	5	51/2	51/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	105										
5	5	27	27	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	106										
5	5	57/2	57/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	107										
5	5	24	24	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	108										
5	5	25	25	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	109										
5	5	26	26	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	110										
5	5	27	27	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	111										
5	5	24	24	0.0	0	0	FiguredBass	12/8	4	1	0										1/4	5	4	
5	5	24	24	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	112										
5	5	25	25	0.0	1/4	1/4	FiguredBass	12/8	4	1	0										1/4	6		
5	5	25	25	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	113										
5	5	26	26	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	6	5	
5	5	26	26	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	114										
5	5	27	27	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	#		
5	5	27	27	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	115										
6	6	30	30	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	116										
6	6	65/2	65/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	117										
6	6	33	33	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	118										16
6	6	67/2	67/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	119										
6	6	34	34	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	120										
6	6	69/2	69/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	121										17
6	6	35	35	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	122										
6	6	71/2	71/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	123										
6	6	30	30	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	124										
6	6	65/2	65/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	125										
6	6	33	33	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	126										
6	6	69/2	69/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	127										
6	6	30	30	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	128										
6	6	31	31	2.0	1/4	1/4	Chord	12/8	3	1	1/2	1/2	1	129										
6	6	33	33	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	130										
6	6	30	30	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	131										
6	6	31	31	0.0	1/4	1/4	FiguredBass	12/8	4	1	0										1/4	5	3	
6	6	31	31	2.0	1/4	1/4	Chord	12/8	4	1	1/2	1/2	1	132										
6	6	32	32	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	4	2	
6	6	33	33	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	6		
6	6	33	33	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	133										
7	7	36	36	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	134										18
7	7	73/2	73/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	135										
7	7	37	37	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	136										
7	7	75/2	75/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	137										19
7	7	38	38	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	138										
7	7	77/2	77/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	139										
7	7	39	39	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	140										20
7	7	79/2	79/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	141										
7	7	40	40	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	142										
7	7	81/2	81/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	143										21
7	7	41	41	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	144										
7	7	83/2	83/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	145										
7	7	36	36	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	146										
7	7	77/2	77/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	147										
7	7	39	39	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	148										
7	7	81/2	81/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	149										
7	7	36	36	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	150										
7	7	37	37	2.0	1/4	1/4	Chord	12/8	3	1	1/2	1/2	1	151										
7	7	39	39	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	152										
7	7	36	36	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	153										
7	7	37	37	0.0	1/4	1/4	FiguredBass	12/8	4	1	0										1/4	5	#	
7	7	37	37	2.0	1/4	1/4	Chord	12/8	4	1	1/2	1/2	1	154										
7	7	38	38	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	4	2	
7	7	39	39	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	6		
7	7	39	39	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	155										
8	8	42	42	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	156										22
8	8	85/2	85/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	157										
8	8	43	43	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	158										
8	8	87/2	87/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	159										23
8	8	44	44	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	160										
8	8	89/2	89/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	161										
8	8	45	45	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	162										24
8	8	91/2	91/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	163										
8	8	46	46	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	164										
8	8	93/2	93/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	165										25
8	8	47	47	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	166										
8	8	95/2	95/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	167										
8	8	42	42	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	168										
8	8	89/2	89/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	169										
8	8	45	45	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	170										
8	8	95/2	95/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	171										
8	8	42	42	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	172										
8	8	43	43	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	173										
8	8	44	44	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	174										
8	8	45	45	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	175										
8	8	42	42	0.0	0	0	FiguredBass	12/8	4	1	0										1/4	#		
8	8	42	42	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	176										
8	8	43	43	0.0	1/4	1/4	FiguredBass	12/8	4	1	0										1/4	6		
8	8	43	43	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	177										
8	8	44	44	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	7		
8	8	44	44	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	178										
8	8	45	45	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	7		
8	8	45	45	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	179										
9	9	48	48	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	180										26
9	9	97/2	97/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	181										
9	9	49	49	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	182										
9	9	99/2	99/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	183										27
9	9	50	50	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	184										
9	9	101/2	101/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	185										
9	9	51	51	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	186										28
9	9	103/2	103/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	187										
9	9	52	52	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	188										
9	9	105/2	105/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	189										
9	9	53	53	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	190										
9	9	107/2	107/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	191										
9	9	48	48	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	192										
9	9	101/2	101/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	193										
9	9	51	51	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	194										
9	9	103/2	103/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	195										
9	9	52	52	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	196										
9	9	105/2	105/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	197										
9	9	107/2	107/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	198										
9	9	48	48	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	199										
9	9	49	49	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	200										
9	9	50	50	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	201										
9	9	51	51	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	202										
9	9	48	48	0.0	0	0	FiguredBass	12/8	4	1	0										1/4	7	#	
9	9	48	48	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	203										
9	9	49	49	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	204										
9	9	50	50	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	6	5	
9	9	50	50	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	205										
9	9	51	51	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	#		
9	9	51	51	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	206										
10	10	54	54	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	207										
10	10	111/2	111/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	208										
10	10	57	57	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	209										
10	10	115/2	115/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	210										
10	10	58	58	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	211										
10	10	117/2	117/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	212										
10	10	54	54	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	213										
10	10	57	57	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	214										
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	215										
10	10	59	59	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	216										
10	10	119/2	119/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	217										
10	10	54	54	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	218										
10	10	55	55	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	219										
10	10	56	56	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	220										
10	10	57	57	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	221										
10	10	54	54	0.0	0	0	FiguredBass	12/8	4	1	0										1/4	#		
10	10	54	54	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	222										
10	10	55	55	0.0	1/4	1/4	FiguredBass	12/8	4	1	0										1/4	6		
10	10	55	55	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	223										
10	10	56	56	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	7		
10	10	56	56	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	224										
10	10	57	57	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	7		
10	10	57	57	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	225										
11	11	60	60	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	226										
11	11	121/2	121/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	227										
11	11	61	61	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	228										
11	11	123/2	123/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	229										
11	11	63	63	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	230										
11	11	127/2	127/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	231										
11	11	64	64	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	232										
11	11	129/2	129/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	233										29
11	11	65	65	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	234										
11	11	131/2	131/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	235										
11	11	60	60	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	236										
11	11	123/2	123/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	237										
11	11	62	62	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	238										
11	11	125/2	125/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	239										
11	11	63	63	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	240										
11	11	129/2	129/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	241										
11	11	60	60	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	242										
11	11	61	61	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	243										
11	11	62	62	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	244										
11	11	63	63	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	245										
11	11	60	60	0.0	0	0	FiguredBass	12/8	4	1	0										1/4	7	#	
11	11	60	60	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	246										
11	11	61	61	0.0	1/4	1/4	FiguredBass	12/8	4	1	0										1/4	7\		
11	11	61	61	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	247										
11	11	62	62	0.0	1/2	1/2	FiguredBass	12/8	4	1	0										1/4	7		
11	11	62	62	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	248										
11	11	63	63	0.0	3/4	3/4	FiguredBass	12/8	4	1	0										1/4	6		
11	11	63	63	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	249										
12	12	66	66	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	250										
12	12	133/2	133/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	251										
12	12	67	67	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	252										
12	12	135/2	135/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	253										
12	12	137/2	137/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	254										
12	12	69	69	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	255										
12	12	141/2	141/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	256										
12	12	143/2	143/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	257										
12	12	66	66	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	258										
12	12	135/2	135/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	259										
12	12	69	69	3.0	3/4	3/4	Chord	12/8	2	1	3/4	1/2	3/2	260										
12	12	66	66	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	261										
12	12	67	67	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	262										
12	12	68	68	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	263										
12	12	69	69	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	264										
12	12	66	66	0.0	0	0	FiguredBass	12/8	4	1	0										1/4	7	#	
