mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	3	13/2	13/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	25										
4	3	13/2	13/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	26										
4	3	7	7	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	27										
4	3	15/2	15/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	28										
4	3	8	8	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	29										
4	3	17/2	17/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	30										
4	3	9	9	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	31										
4	3	13/2	13/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	32										
4	3	7	7	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	33										
4	3	15/2	15/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	34										
4	3	8	8	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	35										
4	3	17/2	17/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
4	3	17/2	17/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	36										
4	3	9	9	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	37										
5	4	19/2	19/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	38										
5	4	21/2	21/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	39										
5	4	12	12	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	40										
5	4	19/2	19/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	41										
5	4	21/2	21/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	42										
5	4	12	12	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	43										
5	4	19/2	19/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	44										
5	4	19/2	19/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	45										
6	5	25/2	25/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	46										
6	5	25/2	25/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	47										
6	5	25/2	25/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	48										
6	5	13	13	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	49										
6	5	27/2	27/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	50										
6	5	14	14	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	51										
6	5	29/2	29/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	52										
6	5	15	15	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	53										
6	5	25/2	25/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	54										
6	5	13	13	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	55										
6	5	27/2	27/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	56										
6	5	14	14	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	57										
6	5	29/2	29/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
6	5	29/2	29/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	58										
6	5	15	15	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	59										
7	6	31/2	31/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	60										
7	6	33/2	33/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	61										
7	6	18	18	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	62										
7	6	31/2	31/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	63										
7	6	33/2	33/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	64										
7	6	31/2	31/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	65										
7	6	31/2	31/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	66										
8	7	37/2	37/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	67										
8	7	37/2	37/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	68										
8	7	37/2	37/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	69										
8	7	19	19	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	70										
8	7	39/2	39/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	71										
8	7	20	20	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	72										
8	7	41/2	41/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	73										
8	7	21	21	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	74										
8	7	37/2	37/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	b			
8	7	37/2	37/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	75										
8	7	19	19	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	76										
8	7	39/2	39/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	77										
8	7	20	20	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	78										
8	7	41/2	41/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
8	7	41/2	41/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	79										
8	7	21	21	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	80										
9	8	43/2	43/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	81										
9	8	45/2	45/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	82										
9	8	24	24	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	83										
9	8	43/2	43/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	84										
9	8	45/2	45/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	85										
9	8	24	24	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	86										
9	8	43/2	43/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	87										
9	8	22	22	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	88										
9	8	45/2	45/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	89										
9	8	43/2	43/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	h			
9	8	43/2	43/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	90										
9	8	22	22	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	91										
9	8	45/2	45/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/2	6			
9	8	45/2	45/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	92										
10	9	49/2	49/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	93										
10	9	49/2	49/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	94										
10	9	49/2	49/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	95										
10	9	49/2	49/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/2	h			
10	9	49/2	49/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	96										
11	10	55/2	55/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	97										
11	10	28	28	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	98										
11	10	57/2	57/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	99										
11	10	29	29	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	100										
11	10	59/2	59/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	101										
11	10	30	30	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	102										
11	10	55/2	55/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	103										
11	10	55/2	55/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	104										
11	10	55/2	55/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	5			
11	10	55/2	55/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	105										
12	11	61/2	61/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	106										
12	11	61/2	61/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	107										
12	11	31	31	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	108										
12	11	63/2	63/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	109										
12	11	32	32	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	110										
12	11	65/2	65/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	111										
12	11	33	33	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	112										
12	11	61/2	61/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	113										
12	11	31	31	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	114										
12	11	63/2	63/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	115										
12	11	32	32	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	116										
12	11	65/2	65/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	117										
12	11	33	33	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	118										
12	11	61/2	61/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	119										
12	11	31	31	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	120										
12	11	63/2	63/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	121										
12	11	32	32	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	122										
12	11	65/2	65/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	123										
12	11	33	33	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	124										
13	12	67/2	67/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	125										
13	12	34	34	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	126										
13	12	69/2	69/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	127										
13	12	35	35	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	128										
13	12	71/2	71/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	129										
13	12	36	36	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	130										
13	12	67/2	67/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	131										
13	12	67/2	67/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	132										
13	12	67/2	67/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	6			
13	12	67/2	67/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	133										
14	13	73/2	73/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	134										
14	13	73/2	73/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	135										
14	13	37	37	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	136										
14	13	75/2	75/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	137										
14	13	38	38	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	138										
14	13	77/2	77/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	139										
14	13	39	39	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	140										
14	13	73/2	73/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	141										
14	13	37	37	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	142										
14	13	75/2	75/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	143										
14	13	38	38	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	144										
14	13	77/2	77/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	145										
14	13	39	39	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	146										
14	13	73/2	73/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	147										
14	13	37	37	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	148										
14	13	75/2	75/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	149										
14	13	38	38	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	150										
14	13	77/2	77/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	151										
14	13	39	39	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	152										
15	14	79/2	79/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	153										
15	14	40	40	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	154										
15	14	81/2	81/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	155										
15	14	41	41	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	156										
15	14	83/2	83/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	157										
15	14	42	42	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	158										
15	14	79/2	79/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	159										
15	14	81/2	81/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	160										
15	14	83/2	83/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	161										
15	14	79/2	79/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	162										
15	14	83/2	83/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	163										
15	14	79/2	79/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/2	6			
15	14	79/2	79/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	164										
15	14	83/2	83/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	165										
16	15	85/2	85/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	166										
16	15	43	43	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	167										
16	15	87/2	87/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	168										
16	15	44	44	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	169										
16	15	89/2	89/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	170										
16	15	45	45	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	171										
16	15	87/2	87/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	172										
16	15	89/2	89/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	173										
16	15	85/2	85/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	174										
16	15	89/2	89/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	175										
16	15	85/2	85/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	5			
16	15	85/2	85/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	176										
16	15	87/2	87/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	6			
16	15	89/2	89/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	177										
17	16	91/2	91/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	178										
17	16	46	46	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	179										
17	16	93/2	93/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	180										
17	16	47	47	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	181										
17	16	95/2	95/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	182										
17	16	48	48	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	183										
17	16	93/2	93/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	184										
17	16	95/2	95/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	185										
17	16	91/2	91/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	186										
17	16	95/2	95/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	187										
17	16	91/2	91/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/2	6			
17	16	91/2	91/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	188										
17	16	95/2	95/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	189										
18	17	97/2	97/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	190										
18	17	49	49	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	191										
18	17	99/2	99/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	192										
18	17	50	50	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	193										
18	17	101/2	101/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	194										
18	17	51	51	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	195										
18	17	99/2	99/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	196										
18	17	101/2	101/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	197										
18	17	97/2	97/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	198										
18	17	101/2	101/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	199										
18	17	97/2	97/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	5			
18	17	97/2	97/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	200										
18	17	99/2	99/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	6b			
18	17	101/2	101/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	201										
19	18	103/2	103/2	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	202										
19	18	53	53	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	203										
19	18	107/2	107/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	204										
19	18	54	54	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	205										
19	18	103/2	103/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	206										
19	18	107/2	107/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	207										
19	18	103/2	103/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	208										
19	18	107/2	107/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	209										
19	18	103/2	103/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/2	6	4		
19	18	103/2	103/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	210										
19	18	107/2	107/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6			
19	18	107/2	107/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	211										
20	19	109/2	109/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	212										
20	19	55	55	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	213										
20	19	111/2	111/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	214										
20	19	57	57	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	215										
20	19	109/2	109/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	216										
20	19	111/2	111/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	217										
20	19	109/2	109/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	218										
20	19	111/2	111/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	219										
20	19	109/2	109/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	220										
20	19	111/2	111/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	221										
21	20	115/2	115/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	222										
21	20	58	58	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	223										
21	20	117/2	117/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	224										
21	20	59	59	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	225										
21	20	119/2	119/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	226										
21	20	60	60	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	227										
21	20	115/2	115/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	228										
21	20	115/2	115/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	229										
21	20	115/2	115/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	230										
22	21	121/2	121/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	231										
22	21	121/2	121/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	232										
22	21	61	61	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	233										
22	21	123/2	123/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	234										
22	21	62	62	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	235										
22	21	125/2	125/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	236										
22	21	63	63	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	237										
22	21	121/2	121/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	238										
22	21	61	61	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	239										
22	21	123/2	123/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	240										
22	21	62	62	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	241										
22	21	125/2	125/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	242										
22	21	63	63	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	243										
22	21	121/2	121/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	6			
22	21	121/2	121/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	244										
22	21	61	61	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	245										
22	21	123/2	123/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	246										
22	21	62	62	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	247										
22	21	125/2	125/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	248										
22	21	63	63	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	249										
23	22	127/2	127/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	250										
23	22	64	64	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	251										
23	22	129/2	129/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	252										
23	22	65	65	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	253										
23	22	131/2	131/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	254										
23	22	66	66	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	255										
23	22	127/2	127/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	256										
23	22	127/2	127/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	257										
23	22	127/2	127/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	b			
23	22	127/2	127/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	258										
24	23	133/2	133/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	259										
24	23	133/2	133/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	260										
24	23	67	67	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	261										
24	23	135/2	135/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	262										
24	23	68	68	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	263										
24	23	137/2	137/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	264										
24	23	69	69	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	265										
24	23	133/2	133/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	266										
24	23	67	67	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	267										
24	23	135/2	135/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	268										
24	23	68	68	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	269										
24	23	137/2	137/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	270										
24	23	69	69	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	271										
24	23	133/2	133/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	6			
