mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	508				
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	509				
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	510				
25	25	96	96	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	511				
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	512				
25	25	98	98	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	513				
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	514				
25	25	96	96	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	515				
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	516				
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	517				
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	518				
25	25	98	98	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	519				
25	25	99	99	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	520				
25	25	96	96	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	6	5	
25	25	96	96	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	521				
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	522				
25	25	97	97	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	4		
25	25	97	97	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	523				
25	25	195/2	195/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	h		
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	524				
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	b		
25	25	98	98	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	525				
25	25	99	99	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	b		
25	25	99	99	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	526				
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	527				
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	528				
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	529				
26	26	102	102	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	530				
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	531				
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	532				
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	533				
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	534				
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	535				
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	536				
26	26	101	101	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	537				
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	538				
26	26	102	102	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	539				
26	26	100	100	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	4+	2	
26	26	100	100	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	540				
26	26	101	101	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6		
26	26	101	101	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	541				
26	26	203/2	203/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	b7		
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	542				
26	26	102	102	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				3/8	5	4	
26	26	102	102	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	543				
26	26	207/2	207/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	h3		
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	544				
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	545				
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	546				
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	547				
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	548				
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	549				
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	550				
27	27	104	104	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	551				
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	552				
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	553				
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	554				
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	555				
27	27	104	104	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	556				
27	27	105	105	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	557				
27	27	107	107	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	558				
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	559				
27	27	104	104	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	b		
27	27	104	104	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	560				
27	27	105	105	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	5	b	
27	27	105	105	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	561				
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	4+	2	
27	27	107	107	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6		
27	27	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	562				
27	27	215/2	215/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	b7		
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	563				
28	28	108	108	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	564				
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	565				
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	566				
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	567				
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	568				
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	569				
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	570				
28	28	108	108	0.0	0	0	FiguredBass	4/4	4	1	0				3/8	5	4	
28	28	108	108	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	571				
28	28	219/2	219/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	h		
28	28	110	110	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	572				
