mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
8	8	42	42	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	129						
8	8	43	43	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/2	6	b		
8	8	43	43	2.0	1/4	1/4	Chord	6/4	4	1	1/2	1/2	1	130						
8	8	45	45	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	131						
8	8	47	47	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	132						
9	9	48	48	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	133						
9	9	49	49	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	134						
9	9	52	52	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	135						6
9	9	105/2	105/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	136						6
9	9	53	53	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	137						
9	9	48	48	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	138						
9	9	49	49	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	139						7
9	9	99/2	99/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	140						7
9	9	50	50	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	141						
9	9	51	51	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	142						
9	9	48	48	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	143						
9	9	50	50	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	144						
9	9	51	51	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	145						
9	9	52	52	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	146						
9	9	53	53	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	147						
9	9	48	48	0.0	0	0	FiguredBass	6/4	4	1	0					1/2	6			
9	9	48	48	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	148						
9	9	50	50	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	149						
9	9	51	51	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7			
9	9	51	51	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	150						
9	9	52	52	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	7			
9	9	52	52	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	151						
9	9	53	53	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	152						
10	10	54	54	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	153						
10	10	57	57	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	154						
10	10	58	58	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	155						8
10	10	117/2	117/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	156						8
10	10	59	59	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	157						
10	10	54	54	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	158						
10	10	55	55	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	159						
10	10	58	58	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	160						
10	10	54	54	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	161						
10	10	56	56	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	162						
10	10	57	57	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	163						
10	10	59	59	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	164						
10	10	54	54	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	5			
10	10	54	54	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	165						
10	10	55	55	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6			
10	10	56	56	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	166						
10	10	57	57	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7			
10	10	57	57	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	167						
10	10	58	58	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
10	10	59	59	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	b			
10	10	59	59	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	168						
11	11	60	60	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	169						9
11	11	121/2	121/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	170						9
11	11	61	61	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	171						9
11	11	123/2	123/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	172						
11	11	62	62	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	173						
11	11	63	63	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	174						10
11	11	127/2	127/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	175						10
11	11	64	64	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	176						10
11	11	129/2	129/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	177						
11	11	65	65	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	178						
11	11	60	60	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	179						
11	11	61	61	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	180						
11	11	64	64	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	181						
11	11	60	60	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	182						
11	11	62	62	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	183						
11	11	63	63	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	184						
11	11	65	65	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	185						
11	11	60	60	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	7			
11	11	60	60	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	186						
11	11	61	61	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6			
11	11	62	62	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	7			
11	11	62	62	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	187						
11	11	63	63	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7	b		
11	11	63	63	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	188						
11	11	64	64	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
11	11	65	65	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	b7			
11	11	65	65	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	189						
12	12	66	66	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	190						
12	12	68	68	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	191						
12	12	69	69	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	192						11
12	12	139/2	139/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	193						
12	12	70	70	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	194						12
12	12	141/2	141/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	195						
12	12	71	71	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	196						
12	12	66	66	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	197						
12	12	67	67	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	198						
12	12	70	70	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	199						
12	12	66	66	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	200						
12	12	68	68	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	201						
12	12	69	69	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	202						
12	12	71	71	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	203						
12	12	66	66	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	7			
12	12	66	66	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	204						
12	12	67	67	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6			
12	12	68	68	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	7			
12	12	68	68	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	205						
12	12	69	69	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7			
12	12	69	69	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	206						
12	12	70	70	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6\			
12	12	71	71	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	7	#		
12	12	71	71	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	207						
13	13	72	72	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	208						
13	13	74	74	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	209						
13	13	75	75	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	210						
13	13	151/2	151/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	211						
13	13	76	76	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	212						
13	13	153/2	153/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	213						
13	13	77	77	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	214						
13	13	155/2	155/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	215						
13	13	72	72	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	216						
13	13	73	73	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	217						
13	13	76	76	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	218						
13	13	72	72	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	219						
13	13	73	73	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	220						
13	13	74	74	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	221						
13	13	75	75	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	222						
13	13	76	76	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	223						
13	13	77	77	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	224						
13	13	72	72	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	5			
13	13	72	72	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	225						
13	13	73	73	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6b			
13	13	73	73	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	226						
13	13	74	74	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	227						
13	13	75	75	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	b7			
13	13	75	75	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	228						
13	13	76	76	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
13	13	76	76	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	229						
13	13	77	77	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	230						
14	14	78	78	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	231						13
14	14	157/2	157/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	232						
14	14	79	79	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	233						14
14	14	159/2	159/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	234						
14	14	80	80	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	235						15
14	14	161/2	161/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	236						
14	14	81	81	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	237						
14	14	83	83	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	238						
14	14	78	78	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	239						
14	14	79	79	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	240						
14	14	80	80	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	241						
14	14	81	81	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	242						
14	14	83	83	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	243						
14	14	78	78	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	244						
14	14	79	79	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	245						
14	14	80	80	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	246						
14	14	81	81	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	247						
14	14	83	83	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	248						
14	14	78	78	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	7			
14	14	78	78	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	249						
14	14	79	79	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6			
14	14	79	79	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	250						
14	14	80	80	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	b			
14	14	80	80	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	251						
14	14	81	81	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/2	7	#		
14	14	81	81	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	252						
14	14	83	83	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	7	5		
14	14	83	83	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	253						
15	15	84	84	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	254						
15	15	85	85	1.5	1/4	1/4	Chord	6/4	1	1	3/8	1/4	3/2	255						
15	15	173/2	173/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	256						
