mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
14	14	165/2	165/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	275						53
14	14	83	83	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	276						
14	14	167/2	167/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	277						
14	14	80	80	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	278						
14	14	81	81	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	279						
14	14	78	78	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	280						
14	14	79	79	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	281						
14	14	80	80	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	282						
14	14	81	81	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	283						
14	14	78	78	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	284						
14	14	79	79	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
14	14	79	79	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	285						
14	14	80	80	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	286						
14	14	81	81	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
14	14	81	81	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	287						
15	15	84	84	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	288						54
15	15	169/2	169/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	289						
15	15	85	85	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	290						
15	15	171/2	171/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	291						55
15	15	86	86	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	292						
15	15	173/2	173/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	293						
15	15	87	87	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	294						56
15	15	175/2	175/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	295						
15	15	88	88	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	296						
15	15	177/2	177/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	297						57
15	15	89	89	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	298						
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	299						
15	15	86	86	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	300						
15	15	87	87	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	301						
15	15	84	84	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	302						
15	15	85	85	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	303						
15	15	86	86	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	304						
15	15	84	84	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	305						
15	15	85	85	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
15	15	85	85	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	306						
15	15	86	86	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/4	5			
15	15	86	86	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	307						
15	15	87	87	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
16	16	90	90	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	308						58
16	16	181/2	181/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	309						
16	16	91	91	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	310						
16	16	183/2	183/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	311						59
16	16	92	92	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	312						
16	16	185/2	185/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	313						
16	16	93	93	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	314						60
16	16	187/2	187/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	315						
16	16	94	94	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	316						
16	16	189/2	189/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	317						61
16	16	95	95	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	318						
16	16	191/2	191/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	319						
16	16	92	92	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	320						
16	16	93	93	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	321						
16	16	90	90	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	322						
16	16	91	91	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	323						
16	16	92	92	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	324						
16	16	93	93	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	325						
16	16	90	90	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	326						
16	16	91	91	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
16	16	91	91	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	327						
16	16	92	92	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	328						
16	16	93	93	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
16	16	93	93	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	329						
17	17	96	96	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	330						62
17	17	193/2	193/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	331						
17	17	97	97	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	332						
17	17	195/2	195/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	333						63
17	17	98	98	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	334						
17	17	197/2	197/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	335						
17	17	99	99	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	336						64
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	337						
17	17	100	100	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	338						
17	17	201/2	201/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	339						65
17	17	101	101	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	340						
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	341						
17	17	98	98	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	342						
17	17	99	99	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	343						
17	17	96	96	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	344						
17	17	97	97	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	345						
17	17	98	98	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	346						
17	17	99	99	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	347						
17	17	96	96	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	348						
17	17	97	97	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
17	17	97	97	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	349						
17	17	98	98	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	350						
17	17	99	99	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
17	17	99	99	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	351						
18	18	102	102	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	352						66
18	18	205/2	205/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	353						
18	18	103	103	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	354						
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	355						67
18	18	104	104	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	356						
18	18	209/2	209/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	357						
18	18	105	105	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	358						68
18	18	211/2	211/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	359						
18	18	106	106	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	360						
18	18	213/2	213/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	361						69
18	18	107	107	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	362						
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	363						
18	18	102	102	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	364						
18	18	103	103	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	365						
18	18	104	104	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	366						
18	18	105	105	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	367						
18	18	102	102	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	368						
18	18	103	103	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	369						
18	18	104	104	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	370						
18	18	105	105	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	371						
18	18	102	102	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	5			
18	18	102	102	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	372						
18	18	103	103	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	373						
18	18	104	104	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/4	#			
18	18	104	104	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	374						
18	18	105	105	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
18	18	105	105	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	375						
19	19	108	108	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	376						70
19	19	217/2	217/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	377						
19	19	109	109	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	378						
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	379						71
19	19	110	110	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	380						
19	19	221/2	221/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	381						
19	19	111	111	3.0	3/4	3/4	Chord	12/8	1	1	3/4	1/2	3/2	382						
19	19	108	108	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	383						
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	384						
19	19	110	110	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	385						
19	19	108	108	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	386						
19	19	109	109	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	387						
19	19	110	110	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	388						
19	19	108	108	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6	5	h	
19	19	108	108	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	389						
19	19	109	109	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	#			
19	19	109	109	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	390						
19	19	110	110	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	391						
20	20	114	114	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	392						72
20	20	229/2	229/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	393						
20	20	115	115	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	394						
20	20	231/2	231/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	395						73
20	20	116	116	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	396						
20	20	233/2	233/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	397						
20	20	117	117	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	398						74
20	20	235/2	235/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	399						
20	20	118	118	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	400						
20	20	237/2	237/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	401						75
20	20	119	119	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	402						
20	20	239/2	239/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	403						
20	20	114	114	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	404						
20	20	116	116	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	405						
20	20	117	117	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	406						
20	20	114	114	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	407						
20	20	116	116	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	408						
20	20	117	117	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	409						
20	20	114	114	0.0	0	0	FiguredBass	12/8	4	1	0					1/2	6			
20	20	114	114	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	410						
20	20	116	116	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	411						
20	20	117	117	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	412						
21	21	120	120	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	413						76
21	21	241/2	241/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	414						
21	21	121	121	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	415						
21	21	243/2	243/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	416						77
21	21	122	122	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	417						
21	21	245/2	245/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	418						
21	21	123	123	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	419						78
21	21	247/2	247/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	420						
21	21	124	124	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	421						
21	21	249/2	249/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	422						79
21	21	125	125	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	423						
21	21	251/2	251/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	424						
21	21	120	120	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	425						
21	21	121	121	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	426						
21	21	122	122	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	427						
21	21	120	120	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	428						
21	21	121	121	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	429						
21	21	122	122	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	430						
21	21	120	120	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6			
21	21	120	120	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	431						
21	21	121	121	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6	5		
21	21	121	121	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	432						
21	21	122	122	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	433						
22	22	126	126	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	434						80
22	22	253/2	253/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	435						
22	22	127	127	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	436						
22	22	255/2	255/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	437						81
22	22	128	128	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	438						
22	22	257/2	257/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	439						
22	22	129	129	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	440						82
22	22	259/2	259/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	441						
22	22	130	130	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	442						
22	22	261/2	261/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	443						83
22	22	131	131	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	444						
22	22	263/2	263/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	445						
22	22	126	126	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	446						
22	22	128	128	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	447						
22	22	129	129	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	448						
22	22	126	126	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	449						
22	22	128	128	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	450						
22	22	129	129	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	451						
22	22	126	126	0.0	0	0	FiguredBass	12/8	4	1	0					1/2	6			
22	22	126	126	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	452						
22	22	128	128	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/4	7			
22	22	128	128	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	453						
22	22	129	129	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	h			
22	22	129	129	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	454						
23	23	132	132	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	455						84
23	23	265/2	265/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	456						
23	23	133	133	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	457						
23	23	267/2	267/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	458						85
23	23	134	134	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	459						
23	23	269/2	269/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	460						
23	23	135	135	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	461						86
23	23	271/2	271/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	462						
23	23	136	136	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	463						
23	23	273/2	273/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	464						87
23	23	137	137	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	465						
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	466						
23	23	132	132	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	467						
23	23	134	134	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	468						
23	23	135	135	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	469						
23	23	132	132	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	470						
23	23	133	133	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	471						
23	23	134	134	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	472						
23	23	135	135	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	473						
23	23	132	132	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	474						
23	23	133	133	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
23	23	133	133	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	475						
23	23	134	134	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/4	6			
23	23	134	134	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	476						
23	23	135	135	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
23	23	135	135	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	477						
24	24	138	138	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	478						88
24	24	277/2	277/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	479						
24	24	139	139	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	480						
24	24	279/2	279/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	481						89
24	24	140	140	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	482						
24	24	281/2	281/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	483						
24	24	141	141	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	484						90
24	24	283/2	283/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	485						
24	24	142	142	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	486						
24	24	285/2	285/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	487						91
24	24	143	143	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	488						
24	24	287/2	287/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	489						
24	24	138	138	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	490						
24	24	139	139	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	491						
24	24	140	140	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	492						
24	24	138	138	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	493						
24	24	139	139	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	494						
24	24	140	140	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	495						
24	24	141	141	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	496						
24	24	138	138	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6			
24	24	138	138	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	497						
24	24	139	139	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
24	24	139	139	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	498						
24	24	140	140	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	499						
24	24	141	141	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
24	24	141	141	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	500						
25	25	144	144	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	501						92
25	25	289/2	289/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	502						
25	25	145	145	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	503						
25	25	291/2	291/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	504						93
25	25	146	146	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	505						
25	25	293/2	293/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	506						
25	25	147	147	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	507						94
25	25	295/2	295/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	508						94
25	25	148	148	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	509						94
25	25	297/2	297/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	510						94
25	25	149	149	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	511						94
25	25	299/2	299/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	512						94
25	25	144	144	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	513						
25	25	145	145	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	514						
25	25	146	146	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	515						
25	25	144	144	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	516						
25	25	145	145	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	517						
25	25	146	146	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	518						
25	25	147	147	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	519						
25	25	144	144	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	520						
25	25	145	145	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	7			
25	25	145	145	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	521						
25	25	146	146	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	522						
25	25	147	147	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6	2		
25	25	147	147	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	523						
26	26	150	150	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	524						94
26	26	301/2	301/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	525						94
26	26	151	151	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	526						94
26	26	303/2	303/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	527						94
26	26	152	152	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	528						94
26	26	305/2	305/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	529						94
26	26	153	153	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	530						94
26	26	307/2	307/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	531						94
26	26	154	154	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	532						94
26	26	309/2	309/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	533						94
26	26	155	155	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	534						
26	26	311/2	311/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	535						
26	26	150	150	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	536						
26	26	151	151	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	537						
26	26	152	152	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	538						
26	26	150	150	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	539						
26	26	151	151	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	540						
26	26	152	152	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	541						
26	26	153	153	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	542						
26	26	150	150	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	543						
26	26	151	151	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
26	26	151	151	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	544						
26	26	152	152	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	545						
26	26	153	153	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
26	26	153	153	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	546						
27	27	156	156	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	547						95
27	27	313/2	313/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	548						
27	27	157	157	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	549						
27	27	315/2	315/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	550						96
