mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	69									
8	8	22	22	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	70									
8	8	45/2	45/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	71									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	72									
8	8	21	21	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	73									
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	74									
8	8	22	22	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	75									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	76									
8	8	23	23	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	77									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	78									
8	8	21	21	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	79									
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	80									
8	8	22	22	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	81									
8	8	45/2	45/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	6		
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	82									
8	8	23	23	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	83									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	84									
9	9	24	24	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	85									
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	86									
9	9	26	26	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	87									
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	88									
9	9	24	24	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	89									
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	90									
9	9	25	25	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	91									
9	9	51/2	51/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	92									
9	9	24	24	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	93									
9	9	51/2	51/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	94									
9	9	24	24	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	95									
9	9	51/2	51/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
9	9	51/2	51/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	96									
10	10	27	27	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	97									
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	98									
10	10	29	29	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	99									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	100									
10	10	27	27	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	101									
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	102									
10	10	28	28	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	103									
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	104									
10	10	29	29	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	105									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	106									
10	10	27	27	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	107									
10	10	57/2	57/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	108									
10	10	27	27	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	5		
10	10	27	27	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	109									
10	10	57/2	57/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6\		
10	10	57/2	57/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	110									
11	11	30	30	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	111									
11	11	63/2	63/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	112									
11	11	30	30	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	113									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	114									
11	11	32	32	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	115									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	116									
11	11	30	30	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	117									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	118									
11	11	32	32	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	119									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	120									
11	11	30	30	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	121									
11	11	63/2	63/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6b		
11	11	63/2	63/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	122									
12	12	33	33	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	123									
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	124									
12	12	33	33	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	125									
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	126									
12	12	34	34	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	127									
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	128									
12	12	35	35	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	129									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	130									
12	12	33	33	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	131									
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	132									
12	12	34	34	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	133									
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	134									
12	12	35	35	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	135									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	136									
12	12	33	33	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6		
12	12	33	33	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	137									
12	12	69/2	69/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	138									
13	13	36	36	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	139									
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	140									
13	13	38	38	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	141									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	142									
13	13	36	36	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	143									
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	144									
13	13	36	36	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	145									
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	146									
13	13	36	36	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	#		
13	13	36	36	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	147									
13	13	75/2	75/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	148									
14	14	39	39	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	149									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	150									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	151									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	152									
14	14	39	39	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	153									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	154									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	155									
14	14	81/2	81/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	156									
14	14	39	39	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	157									
14	14	81/2	81/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	158									
14	14	39	39	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	9		
14	14	39	39	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	159									
14	14	81/2	81/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5		
14	14	81/2	81/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	160									
15	15	42	42	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	161									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	162									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	163									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	164									
15	15	42	42	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	165									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	166									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	167									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	168									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	169									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	170									
15	15	42	42	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	171									
15	15	87/2	87/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	172									
15	15	42	42	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	7	#	
15	15	42	42	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	173									
15	15	87/2	87/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	174									
16	16	45	45	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	175									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	176									
16	16	46	46	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	177									
16	16	93/2	93/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	178									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	179									
16	16	45	45	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	180									
16	16	46	46	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	181									
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	182									
16	16	45	45	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	183									
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	184									
16	16	45	45	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	185									
16	16	93/2	93/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/4	5	4	
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	186									
16	16	95/2	95/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	#		
17	17	48	48	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	187									
17	17	48	48	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	188									
17	17	99/2	99/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	189									
17	17	48	48	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	190									
17	17	99/2	99/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	191									
17	17	48	48	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	192									
17	17	99/2	99/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6b		
17	17	99/2	99/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	193									
18	18	51	51	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	194									
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	195									
18	18	53	53	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	196									
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	197									
18	18	51	51	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	198									
18	18	103/2	103/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	199									
18	18	52	52	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	200									
18	18	105/2	105/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	201									
18	18	51	51	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	202									
18	18	105/2	105/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	203									
18	18	51	51	0.0	0	0	FiguredBass	6/8	4	1	0									1/4	6	5	
18	18	51	51	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	204									
18	18	52	52	0.0	1/4	1/4	FiguredBass	6/8	4	1	0									1/8	b		
18	18	105/2	105/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5		
18	18	105/2	105/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	205									
19	19	54	54	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	206									
19	19	111/2	111/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	207									
19	19	56	56	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	208									
19	19	113/2	113/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	209									
19	19	54	54	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	210									
19	19	109/2	109/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	211									
19	19	55	55	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	212									
19	19	111/2	111/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	213									
19	19	54	54	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	214									
19	19	111/2	111/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	215									
19	19	54	54	0.0	0	0	FiguredBass	6/8	4	1	0									1/4	6	5	
19	19	54	54	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	216									
19	19	55	55	0.0	1/4	1/4	FiguredBass	6/8	4	1	0									1/8	b		
19	19	111/2	111/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	217									
20	20	57	57	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	218									
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	219									
20	20	59	59	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	220									
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	221									
20	20	57	57	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	222									
20	20	115/2	115/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	223									
20	20	58	58	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	224									
20	20	117/2	117/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	225									
20	20	57	57	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	226									
20	20	117/2	117/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	227									
20	20	57	57	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6	5	
20	20	57	57	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	228									
20	20	117/2	117/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	229									
21	21	60	60	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	230									
21	21	123/2	123/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	231									
21	21	60	60	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	232									
21	21	123/2	123/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	233									
21	21	60	60	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	234									
21	21	123/2	123/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	235									
21	21	60	60	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6	5	
21	21	60	60	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	236									
21	21	123/2	123/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	237									
22	22	63	63	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	238									
22	22	129/2	129/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	239									
22	22	63	63	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	240									
22	22	129/2	129/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	241									
22	22	63	63	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	242									
22	22	127/2	127/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	243									
22	22	64	64	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	244									
22	22	129/2	129/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	245									
22	22	65	65	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	246									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	247									
22	22	63	63	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	248									
22	22	127/2	127/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	249									
22	22	64	64	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	250									
22	22	129/2	129/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	251									
22	22	65	65	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	252									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	253									
23	23	66	66	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	254									
23	23	66	66	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	255									
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	256									
23	23	67	67	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	257									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	258									
23	23	68	68	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	259									
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	260									
23	23	66	66	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	261									
23	23	135/2	135/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	262									
23	23	66	66	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	263									
23	23	135/2	135/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
23	23	135/2	135/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	264									
24	24	69	69	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	265									
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	266									
24	24	70	70	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	267									
24	24	141/2	141/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	268									
24	24	71	71	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	269									
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	270									
