mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
48	48	143	143	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	546									
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	547									
48	48	141	141	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	548									
48	48	283/2	283/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	549									
48	48	142	142	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	550									
48	48	285/2	285/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	551									
48	48	141	141	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	552									
48	48	285/2	285/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	553									
48	48	141	141	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6b		
48	48	141	141	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	554									
48	48	285/2	285/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5b		
48	48	285/2	285/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	555									
49	49	144	144	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	556									
49	49	291/2	291/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	557									
49	49	146	146	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	558									
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	559									
49	49	144	144	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	560									
49	49	289/2	289/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	561									
49	49	145	145	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	562									
49	49	291/2	291/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	563									
49	49	144	144	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	564									
49	49	291/2	291/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	565									
49	49	144	144	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6		
49	49	144	144	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	566									
49	49	291/2	291/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5		
49	49	291/2	291/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	567									
50	50	147	147	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	568									
50	50	297/2	297/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	569									
50	50	149	149	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	570									
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	571									
50	50	147	147	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	572									
50	50	295/2	295/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	573									
50	50	148	148	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	574									
50	50	297/2	297/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	575									
50	50	147	147	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	576									
50	50	297/2	297/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	577									
50	50	147	147	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6		
50	50	147	147	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	578									
50	50	297/2	297/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5	b	
50	50	297/2	297/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	579									
51	51	150	150	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	580									
51	51	303/2	303/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	581									
51	51	152	152	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	582									
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	583									
51	51	150	150	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	584									
51	51	301/2	301/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	585									
51	51	151	151	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	586									
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	587									
51	51	150	150	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	588									
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	589									
51	51	150	150	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6	b	
51	51	150	150	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	590									
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	591									
52	52	153	153	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	592									
52	52	309/2	309/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	593									
52	52	153	153	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	594									
52	52	307/2	307/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	595									
52	52	154	154	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	596									
52	52	309/2	309/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	597									
52	52	155	155	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	598									
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	599									
52	52	153	153	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	600									
52	52	309/2	309/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	601									
52	52	153	153	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	602									
52	52	309/2	309/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	603									
53	53	156	156	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	604									
53	53	315/2	315/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	605									
53	53	158	158	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	606									
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	607									
53	53	156	156	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	608									
53	53	315/2	315/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	609									
53	53	156	156	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	610									
53	53	315/2	315/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	611									
53	53	156	156	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	5		
53	53	156	156	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	612									
53	53	315/2	315/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	613									
54	54	159	159	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	614									
54	54	321/2	321/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	615									
54	54	161	161	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	616									
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	617									
54	54	159	159	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	618									
54	54	319/2	319/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	619									
54	54	160	160	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	620									
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	621									
54	54	159	159	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	622									
54	54	159	159	3.0	0	0	Chord	6/8	4	1	3/4	1/2	3/2	623									
55	55	162	162	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	624									
55	55	327/2	327/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	625									
55	55	164	164	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	626									
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	627									
55	55	162	162	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	628									
55	55	325/2	325/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	629									
55	55	163	163	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	630									
55	55	327/2	327/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	631									
55	55	162	162	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	632									
55	55	162	162	3.0	0	0	Chord	6/8	4	1	3/4	1/2	3/2	633									
56	56	165	165	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	634									
56	56	333/2	333/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	635									
56	56	167	167	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	636									
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	637									
56	56	165	165	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	638									
56	56	331/2	331/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	639									
56	56	166	166	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	640									
56	56	333/2	333/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	641									
56	56	165	165	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	642									
56	56	165	165	3.0	0	0	Chord	6/8	4	1	3/4	1/2	3/2	643									
57	57	168	168	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	644									
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	645									
57	57	170	170	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	646									
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	647									
57	57	168	168	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	648									
57	57	337/2	337/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	649									
57	57	169	169	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	650									
57	57	339/2	339/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	651									
57	57	168	168	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	652									
57	57	168	168	3.0	0	0	Chord	6/8	4	1	3/4	1/2	3/2	653									
58	58	171	171	0.0	0	0	Tempo	6/8	1	1	0				𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0				
58	58	171	171	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	654									
58	58	345/2	345/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	655									
58	58	171	171	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	656									
58	58	345/2	345/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	657									
58	58	171	171	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	658									
58	58	345/2	345/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	659									
58	58	171	171	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	b7		
58	58	171	171	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	660									
58	58	345/2	345/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5	4	
58	58	345/2	345/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	661									
59	59	174	174	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	662									
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	663									
59	59	174	174	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	664									
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	665									
59	59	174	174	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	666									
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	667									
59	59	174	174	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	3		
59	59	174	174	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	668									
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	669									
