mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
18	18	68	68	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	553				
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	554				
18	18	69	69	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	#	
18	18	69	69	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	555				
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	556				
18	18	70	70	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	557				
19	19	72	72	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	558				
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	559				
19	19	74	74	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	560				
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	561				
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	562				
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	563				
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	564				
19	19	73	73	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	565				
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	566				
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	567				
19	19	72	72	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	568				
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	569				
19	19	73	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	570				
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	571				
19	19	74	74	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	572				
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	573				
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	574				
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	575				
19	19	72	72	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	576				
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	577				
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	
19	19	73	73	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	578				
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	579				
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7	
19	19	74	74	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	580				
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	581				
19	19	75	75	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6	4+
19	19	75	75	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	582				
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	583				
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	584				
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	585				
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	586				
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	587				
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	588				
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	589				
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	590				
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	591				
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	592				
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	593				
20	20	77	77	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	594				
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	595				
20	20	76	76	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	596				
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	597				
20	20	78	78	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	598				
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	599				
20	20	79	79	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	600				
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	601				
20	20	76	76	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	7	#
20	20	76	76	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	602				
20	20	77	77	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	
20	20	155/2	155/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	5\	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	603				
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7	
20	20	78	78	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	604				
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	605				
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6	
20	20	79	79	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	606				
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	607				
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	608				
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	609				
21	21	81	81	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	610				
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	611				
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	612				
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	613				
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	614				
21	21	80	80	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	615				
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	616				
21	21	81	81	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	617				
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	618				
21	21	82	82	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	619				
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	620				
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	621				
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	622				
21	21	80	80	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	7	#
21	21	80	80	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	623				
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	624				
21	21	81	81	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	5	
21	21	81	81	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	625				
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	626				
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6\	5
21	21	82	82	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	627				
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	628				
21	21	83	83	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	#	
21	21	83	83	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	629				
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	630				
22	22	84	84	4.0	0	0	Chord	4/4	1	1	1	1	1	631				
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	632				
22	22	84	84	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	633				
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	634				
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	635				
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	636				
22	22	86	86	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	637				
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	638				
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	639				
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	640				
22	22	84	84	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	641				
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	642				
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	
22	22	85	85	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	643				
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	644				
22	22	86	86	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	645				
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	646				
22	22	87	87	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6	
22	22	87	87	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	647				
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	648				
23	23	88	88	4.0	0	0	Chord	4/4	1	1	1	1	1	649				
23	23	88	88	4.0	0	0	Chord	4/4	2	1	1	1	1	650				
23	23	88	88	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	651				
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	652				
23	23	89	89	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	653				
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	654				
23	23	90	90	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	655				
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	656				
23	23	91	91	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	657				
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	658				
23	23	88	88	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
23	23	88	88	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	659				
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	660				
23	23	89	89	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	4
23	23	89	89	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	661				
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	662				
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	5	
23	23	90	90	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	663				
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	664				
23	23	91	91	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	665				
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	666				
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	667				
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	668				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	669				
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	670				
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	671				
24	24	94	94	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	672				
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	673				
24	24	92	92	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	674				
24	24	93	93	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	675				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	676				
24	24	92	92	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	#	
24	24	92	92	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	677				
24	24	93	93	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	678				
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					3/8	5	4
24	24	94	94	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	679				
24	24	191/2	191/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	#	
25	25	96	96	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	680				
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	681				
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	682				
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	683				
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	684				
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	685				
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	686				
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	687				
25	25	98	98	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	688				
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	689				
25	25	96	96	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	690				
25	25	98	98	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	691				
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	692				
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	693				
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	694				
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	695				
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	696				
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	697				
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	698				
26	26	100	100	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	699				
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	700				
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	701				
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	702				
26	26	101	101	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	703				
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	704				
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	705				
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	706				
26	26	102	102	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	707				
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	708				
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	709				
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	710				
26	26	103	103	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	711				
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	712				
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	713				
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	714				
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	715				
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	716				
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	717				
26	26	102	102	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	718				
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	719				
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	720				
26	26	100	100	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
26	26	100	100	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	721				
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	722				
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	723				
26	26	102	102	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	
26	26	102	102	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	724				
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	725				
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	726				
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	727				
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	728				
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	729				
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	730				
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	731				
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	732				
27	27	104	104	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	733				
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	734				
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	735				
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	736				
27	27	105	105	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	737				
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	738				
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	739				
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	740				
27	27	106	106	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	741				
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	742				
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	743				
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	744				
27	27	107	107	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	745				
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	746				
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	747				
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	748				
27	27	104	104	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	749				
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	750				
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	751				
27	27	106	106	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	752				
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	753				
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	754				
27	27	104	104	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
27	27	104	104	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	755				
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	756				
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	757				
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	
27	27	106	106	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	758				
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	759				
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	760				
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	761				
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	762				
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	763				
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	764				
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	765				
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	766				
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	767				
28	28	108	108	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	768				
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	769				
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	770				
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	771				
28	28	109	109	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	772				
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	773				
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	774				
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	775				
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	776				
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	777				
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	778				
28	28	108	108	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	779				
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	780				
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	781				
28	28	110	110	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	782				
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	783				
28	28	111	111	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	784				
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	785				
28	28	108	108	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
28	28	108	108	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	786				
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	787				
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	788				
28	28	110	110	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	789				
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	790				
28	28	111	111	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6	
28	28	111	111	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	791				
28	28	223/2	223/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6	
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	792				
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	793				
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	794				
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	795				
29	29	112	112	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	796				
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	797				
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	798				
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	799				
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	800				
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	801				
29	29	112	112	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	802				
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	803				
29	29	113	113	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	804				
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	805				
29	29	114	114	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	806				
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	807				
29	29	115	115	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	808				
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	809				
29	29	112	112	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5
29	29	112	112	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	810				
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	811				
29	29	113	113	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	4	
29	29	113	113	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	812				
29	29	227/2	227/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	3	
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	813				
29	29	114	114	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	814				
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	815				
30	30	116	116	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	816				
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	817				
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	818				
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	819				
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	820				
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	821				
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	822				
