mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	66					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	67					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	68					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	69					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	70					
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	6			
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	71					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	72					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6			
7	7	25	25	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	73					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	7	h		
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	74					
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	b			
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	75					
8	8	28	28	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	76					
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	77					4
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	78					
8	8	30	30	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	79					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	80					
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	81					
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	82					
8	8	29	29	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	83					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	84					
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	85					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	86					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	87					
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	88					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	89					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	90					
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	4	2		
8	8	28	28	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	91					
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6	5		
8	8	29	29	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	92					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	9	b		
8	8	30	30	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	93					
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	94					
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6			
8	8	31	31	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	95					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	96					
9	9	32	32	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	97					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	98					
9	9	34	34	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	99					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	100					
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	101					
9	9	33	33	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	102					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	103					
9	9	32	32	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	104					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	105					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	106					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	107					
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	108					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	109					
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
9	9	32	32	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	110					
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	3b			
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	111					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6	5		
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	112					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	113					
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	b			
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	114					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	115					
10	10	36	36	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	116					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	117					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	118					
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	119					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	120					
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	121					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	122					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	123					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	124					
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	125					5
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	126					
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	127					
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	128					
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	129					
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	130					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	131					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	132					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	133					
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	134					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	135					
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	6	5b		
10	10	36	36	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	136					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	137					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	138					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	139					
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	140					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	141					
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	142					
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	143					
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	144					
11	11	41	41	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	145					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	146					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	147					
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	148					
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	149					
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	150					
11	11	42	42	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	151					
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	152					
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	153					
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	154					
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	155					
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	156					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	157					
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	158					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	159					
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	5	4		
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	160					
11	11	81/2	81/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0				1/8	b			
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6	5	3	
11	11	41	41	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	161					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	9	b		
11	11	42	42	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	162					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	163					
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6			
11	11	43	43	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	164					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	165					
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	166					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	167					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	168					
12	12	93/2	93/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	169					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	170					
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	171					
12	12	89/2	89/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	172					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	173					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	174					
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	175					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	176					
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	177					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	178					
12	12	46	46	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	179					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	180					
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	181					
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	h			
12	12	45	45	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	182					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	5b			
12	12	46	46	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	183					
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6b			
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	184					
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	185					
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	186					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	187					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	188					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	189					
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	190					
13	13	49	49	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	191					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	192					
13	13	48	48	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	193					
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	194					
13	13	50	50	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	195					
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	196					
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5			
13	13	48	48	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	197					
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6			
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	198					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				3/8	5	4		
13	13	50	50	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	199					
13	13	103/2	103/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	h			
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	200					
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	201					
14	14	53	53	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	202					
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	203					
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	204					
14	14	54	54	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	205					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	206					
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	207					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	208					
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	209					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	210					
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	211					
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	212					
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	213					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	214					
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	9			
14	14	52	52	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	215					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	216					
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6			
14	14	53	53	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	217					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	218					
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	5	4		
14	14	54	54	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	219					
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	220					
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6			
14	14	55	55	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	221					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	222					
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	223					
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	224					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	225					
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	226					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	227					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	228					
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	229					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	230					
15	15	57	57	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	231					
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	232					
15	15	56	56	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	233					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	234					
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	235					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	236					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	237					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	238					
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	7	b		
15	15	56	56	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	239					
15	15	113/2	113/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0				1/4	6			
15	15	115/2	115/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	5			
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	240					
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	7	h		
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	241					
15	15	119/2	119/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	6			
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	242					
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	243					
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	244					
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	245					
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	246					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	247					
16	16	61	61	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	248					
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	249					
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	250					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	251					
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	252					
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	253					
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	254					
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	255					
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	256					
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	257					
16	16	60	60	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	h			
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	258					
16	16	121/2	121/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0				1/8	h			
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	259					
